sku;Ano;Janeiro;Fevereiro;Marco;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
10350;2019;122;87;174;67;180;222;89;124;223;77;259;96
10350;2018;224;63;83;72;115;38;75;58;85;52;119;125
10350;2017;126;56;25;58;104;47;80;83;63;68;33;184
10350;2016;155;68;58;49;77;81;32;102;136;102;91;353
10351;2016;138;78;41;233;123;79;48;326;131;126;55;365
10351;2017;220;48;102;78;162;101;133;105;63;101;155;144
10351;2018;77;297;33;74;73;16;96;79;44;106;68;111
10351;2019;119;136;251;81;61;396;171;37;334;107;104;139
10352;2019;27;16;228;54;1;37;65;16;52;53;140;36
10352;2018;16;34;38;12;23;43;8;26;21;110;27;15
10352;2017;11;238;31;5;17;41;15;155;24;116;61;63
10352;2016;39;65;48;46;100;212;28;58;21;15;33;36
10353;2016;323;64;34;190;299;388;164;189;214;125;146;314
10353;2017;293;32;148;111;324;153;120;386;181;53;117;77
10353;2018;190;83;131;45;82;140;66;124;224;442;498;163
10353;2019;0;0;418;298;181;376;527;105;280;366;80;132
10354;2019;70;241;223;163;245;454;190;70;242;221;68;81
10354;2018;202;164;55;244;74;32;84;98;126;176;148;247
10354;2017;517;57;0;207;256;123;329;161;114;239;274;67
10354;2016;292;119;80;234;366;192;232;784;168;221;239;160
10355;2016;89;190;252;116;353;176;216;159;98;216;178;303
10355;2017;201;229;241;262;249;274;201;4;0;0;17;128
10355;2018;31;116;141;80;94;115;61;113;337;479;162;9
10355;2019;113;151;183;277;465;87;140;135;63;96;96;124
10356;2019;40;47;66;74;129;87;126;19;106;81;60;33
10356;2018;46;18;157;50;62;43;43;25;34;82;73;22
10356;2017;47;38;34;37;77;91;72;35;19;88;48;75
10356;2016;131;30;19;1;65;48;30;25;41;54;91;30
10357;2016;0;0;13;25;40;54;35;31;51;56;32;23
10357;2017;0;0;0;0;0;0;0;12;31;39;28;60
10357;2018;23;23;45;28;16;0;2;31;49;27;43;83
10358;2017;0;0;0;3;7;2;0;0;0;0;0;1
10358;2016;0;0;1;0;0;0;0;0;0;0;0;0
10359;2016;19;15;11;3;14;10;22;6;11;15;11;12
10359;2017;7;12;9;22;14;13;6;1;7;2;1;17
10359;2018;1;0;5;13;168;7;11;1;1;6;1;1
10359;2019;0;1;9;0;0;2;4;5;0;7;3;3
10360;2016;2;5;4;28;0;0;0;0;0;0;0;0
10361;2016;2;1;8;1;1;11;4;8;1;16;0;13
10361;2017;13;2;1;2;8;12;1;1;1;0;0;2
10361;2018;1;8;64;0;0;0;0;0;0;0;0;0
10362;2018;229;3;0;6;41;12;7;23;208;15;5;451
10362;2017;6;10;2;14;6;17;7;4;195;177;110;270
10362;2016;5;6;0;2;1;1;1;15;0;9;1;7
10362;2019;0;0;0;0;0;0;0;0;0;0;0;11
10363;2016;0;0;0;0;0;1;0;1;0;4;0;0
10364;2016;12;14;25;22;11;26;21;19;5;0;0;0
10364;2018;0;0;0;13;20;9;6;24;22;41;0;8
10364;2019;12;8;14;16;21;7;0;5;20;18;6;20
10365;2016;14;35;28;23;39;13;0;0;0;0;0;0
10370;2016;0;0;0;0;0;49;53;33;36;0;0;0
10370;2019;6;23;61;0;7;16;36;0;8;4;0;0
10371;2019;11;62;17;0;5;35;0;0;0;0;0;0
10371;2016;0;0;0;0;0;67;55;60;28;0;0;0
10372;2016;0;0;0;0;0;55;71;84;138;0;0;0
10372;2019;7;79;3;0;13;42;0;0;0;0;0;0
10373;2016;78;0;0;0;0;0;0;0;0;0;0;0
10381;2016;141;80;62;56;52;14;57;41;527;183;62;54
10381;2017;53;38;53;56;68;71;209;549;203;133;46;1514
10381;2018;292;42;44;67;60;49;86;125;226;111;759;829
10381;2019;38;0;0;0;0;0;0;10;40;188;460;625
10382;2019;0;0;0;0;0;0;0;1;3;16;67;116
10382;2018;0;0;23;10;9;13;10;13;117;30;61;13
10382;2017;15;8;71;23;6;15;22;113;63;6;0;0
10382;2016;7;8;14;17;7;10;14;30;64;21;19;42
10385;2016;36;59;45;21;47;40;36;12;3;28;387;640
10385;2017;55;14;30;18;48;7;42;18;353;12;517;287
10385;2018;0;0;50;43;68;23;25;52;359;65;31;22
10385;2019;125;52;80;198;0;0;0;6;9;105;47;173
10386;2019;10;20;0;0;0;0;0;2;2;0;20;7
10386;2018;22;14;4;16;11;37;19;21;6;21;19;25
10386;2017;0;0;0;0;0;0;0;0;15;17;44;80
10386;2016;19;47;26;33;50;28;61;67;18;20;48;13
10388;2016;0;1;1;0;0;1;1;0;4;1;0;2
10388;2017;0;0;3;0;1;2;0;5;5;5;0;0
10388;2018;0;0;4;5;4;4;3;4;7;0;4;6
10388;2019;1;2;2;0;0;1;1;3;3;3;1;0
10389;2016;3;1;5;5;0;0;0;0;0;0;0;0
10390;2016;0;5;10;10;1;0;0;0;0;0;0;0
10391;2016;2;29;38;32;0;0;0;0;0;0;0;0
10392;2016;2;40;23;0;0;0;0;0;0;0;0;0
10410;2016;0;0;4;21;5;10;5;3;7;6;14;13
10410;2017;7;7;5;8;2;2;0;0;0;0;0;0
10410;2018;0;0;0;0;0;0;0;0;0;0;0;13
10410;2019;3;0;0;2;1;11;2;9;4;7;4;4
10434;2018;195;0;0;0;0;0;0;0;0;0;0;0
10434;2017;518;413;242;0;0;0;0;0;0;0;0;366
10434;2016;0;0;0;0;0;0;0;422;1163;688;199;843
10454;2016;1;0;1;41;16;23;28;9;79;35;8;52
10454;2017;10;25;22;11;0;41;35;32;0;0;0;0
10454;2018;0;0;0;23;12;22;7;12;18;16;14;14
10454;2019;15;27;22;20;43;33;0;12;27;14;5;22
10493;2019;55;57;48;115;200;117;70;104;58;129;76;113
10493;2018;20;686;77;59;79;67;146;256;0;0;124;102
10493;2017;25;194;99;44;122;138;237;72;98;1;11;24
10493;2016;43;176;577;0;0;0;0;0;163;71;49;36
10495;2016;0;0;112;25;100;48;148;5;136;43;37;20
10495;2017;15;35;106;141;23;82;165;29;17;4;72;116
10495;2018;18;176;107;60;39;23;93;116;197;46;13;31
10495;2019;0;0;0;90;105;51;68;0;17;78;114;76
10497;2019;1;9;70;50;57;64;86;57;43;3;7;40
10497;2018;32;21;253;7;19;4;70;41;3;9;91;31
10497;2017;28;47;43;22;147;14;125;0;0;1;11;-23
10497;2016;0;0;159;35;65;29;11;0;41;52;26;41
10499;2016;0;0;482;49;0;0;0;0;146;126;222;213
10499;2017;11;0;100;115;186;204;119;145;181;69;172;48
10499;2018;69;206;264;449;39;52;59;28;57;566;139;118
10499;2019;86;14;0;54;53;1;159;336;132;122;87;78
10500;2019;9;6;0;47;67;128;58;103;61;48;43;69
10500;2018;42;60;119;183;61;41;24;54;22;143;102;119
10500;2017;93;58;50;56;40;39;181;68;154;37;85;17
10500;2016;95;27;195;244;10;0;0;0;119;41;100;162
10501;2016;21;0;96;289;103;96;13;0;316;163;392;122
10501;2017;0;0;440;359;0;330;413;57;0;489;167;215
10501;2018;154;386;43;103;89;213;405;241;62;13;525;118
10501;2019;53;20;0;199;150;382;439;189;256;87;129;54
10502;2019;3;0;0;5;1;1;0;0;1;1;1;1
10502;2018;7;2;7;4;7;0;0;4;1;1;1;1
10502;2017;1;6;5;5;6;0;0;0;0;0;3;5
10502;2016;1;0;3;4;0;1;1;5;4;6;1;4
10503;2016;6;9;6;0;0;0;0;0;18;28;11;74
10503;2017;10;0;0;0;0;41;39;11;68;117;22;2
10503;2018;0;0;0;0;0;0;0;7;9;15;8;6
10503;2019;22;7;9;17;19;84;27;2;0;12;9;6
10504;2019;23;30;32;65;10;22;19;48;49;48;14;22
10504;2018;33;88;16;32;14;12;0;55;3;9;9;82
10504;2017;47;0;119;34;88;50;7;20;16;53;133;3
10504;2016;4;4;26;8;5;28;72;29;69;30;11;22
10505;2016;4;5;26;28;23;9;15;46;26;5;1;67
10505;2017;27;8;114;10;11;37;23;10;9;10;11;25
10505;2018;26;25;5;8;22;5;0;37;3;6;76;4
10505;2019;20;1;7;60;8;9;43;5;5;20;4;21
10506;2019;48;18;0;125;98;115;87;68;54;38;37;45
10506;2018;109;179;89;75;124;4;0;54;42;110;119;59
10506;2017;0;0;145;124;28;54;78;18;0;80;44;32
10506;2016;9;12;38;9;55;14;59;39;116;61;31;0
10507;2016;6;10;12;5;16;8;2;0;0;0;0;2
10507;2017;9;22;35;19;11;6;12;14;26;7;7;9
10507;2018;6;5;8;15;8;7;16;17;6;5;3;3
10507;2019;7;5;7;8;0;4;2;2;4;6;9;6
10508;2019;11;12;7;3;5;11;12;15;9;5;4;11
10508;2018;12;8;13;2;4;5;8;12;8;16;9;6
10508;2017;0;0;0;0;0;4;13;33;25;0;2;5
10508;2016;11;32;7;10;23;14;12;17;0;0;0;0
10509;2016;1;1;25;38;17;23;11;2;65;23;9;13
10509;2017;19;30;12;80;57;35;10;19;13;2;1;8
10509;2018;160;27;6;19;5;0;0;39;-3;12;13;9
10509;2019;70;61;0;0;0;1;30;31;12;13;33;14
10510;2019;20;7;10;10;7;11;24;5;7;13;31;3
10510;2018;2;12;7;9;14;8;5;18;16;17;10;3
10510;2017;0;0;0;0;0;26;7;14;21;6;60;7
10510;2016;3;22;10;17;17;14;14;58;17;16;7;8
10511;2016;11;13;6;11;10;6;4;6;5;10;13;28
10511;2017;7;1;0;0;0;8;7;26;18;21;5;13
10511;2018;10;5;5;5;4;2;0;0;0;0;0;0
10512;2018;11;7;19;5;11;6;1;3;6;4;13;20
10512;2017;0;0;0;0;0;4;23;11;11;3;12;16
10512;2016;3;9;10;22;19;10;24;7;0;0;0;0
10512;2019;2;12;14;6;6;13;4;8;8;4;12;6
10516;2019;2;8;13;17;8;10;23;11;7;11;12;6
10516;2016;9;15;18;30;39;42;0;0;36;38;35;14
10516;2017;0;0;49;93;71;27;23;26;28;24;23;10
10516;2018;21;21;27;14;35;22;11;5;17;17;12;16
10531;2018;0;0;0;0;0;16;28;30;44;42;50;0
10531;2017;0;0;46;65;29;0;0;0;0;0;0;0
10531;2016;12;16;7;0;0;0;0;0;0;0;0;0
10531;2019;8;36;58;9;0;0;0;0;0;0;0;0
10532;2019;14;0;0;23;34;27;31;19;37;19;16;28
10532;2016;0;0;96;70;41;37;47;27;110;89;49;73
10532;2017;0;0;58;34;63;35;83;42;94;53;32;25
10532;2018;20;9;18;22;24;105;8;56;152;0;52;46
10533;2018;34;26;70;49;47;35;90;19;50;284;0;0
10533;2017;0;0;130;84;82;49;82;34;108;20;25;42
10533;2016;50;49;113;42;0;0;0;0;161;139;0;0
10533;2019;0;0;0;18;59;54;51;49;56;53;32;54
10535;2019;0;0;0;37;47;44;66;23;27;25;30;41
10535;2016;14;4;48;40;32;0;0;0;120;0;0;0
10535;2017;0;0;0;-5;5;71;54;24;36;7;37;60
10535;2018;28;30;28;34;34;26;7;56;52;50;75;3
10538;2018;1;2;67;0;0;0;0;0;0;0;0;0
10538;2017;4;5;56;9;7;4;0;1;2;2;0;8
10538;2016;4;0;1;2;2;4;6;6;10;6;2;1
10538;2019;1;0;0;0;0;0;3;1;3;1;9;8
10548;2019;5;10;1;4;6;2;1;5;2;2;15;3
10548;2017;0;0;12;10;25;2;14;13;14;1;2;4
10548;2018;17;2;17;5;23;6;18;15;16;13;12;9
10549;2018;0;0;2;8;10;0;7;13;4;6;12;0
10549;2017;1;5;0;0;0;5;1;2;0;3;1;4
10549;2016;1;5;3;3;2;3;3;1;11;4;3;0
10549;2019;0;0;0;0;2;6;5;7;2;3;1;9
10550;2019;12;5;8;8;6;8;3;19;3;11;12;45
10550;2016;0;0;8;15;13;18;16;10;12;33;28;119
10550;2017;13;1;7;11;10;9;7;28;20;16;5;53
10550;2018;24;15;13;12;19;10;9;6;11;15;11;44
10552;2018;6;4;4;7;9;12;12;14;12;9;17;0
10552;2017;2;9;3;4;12;9;13;6;5;2;3;4
10552;2016;7;2;16;3;4;4;15;16;13;4;10;13
10552;2019;9;12;13;5;9;12;11;12;10;3;17;1
10553;2019;5;0;0;0;0;2;3;3;3;3;1;3
10553;2017;2;1;2;3;4;7;1;2;2;2;4;2
10553;2018;1;11;0;1;6;1;2;1;1;2;1;20
10554;2018;12;20;12;0;6;2;2;6;0;4;2;1
10554;2017;3;15;7;4;6;5;2;23;4;7;10;15
10554;2016;9;7;4;8;7;1;0;0;7;21;5;3
10554;2019;10;2;78;58;47;56;23;0;0;0;0;20
10556;2016;0;7;1;6;5;19;21;13;22;0;0;0
10557;2016;1;2;6;0;1;1;5;2;5;5;4;9
10557;2017;3;5;7;7;5;7;5;1;5;6;7;9
10557;2018;4;3;0;3;2;0;0;1;5;10;4;9
10557;2019;22;0;2;1;1;0;0;3;0;3;4;20
10558;2019;5;14;21;4;5;10;2;0;8;8;2;16
10558;2018;17;30;2;18;6;16;3;12;4;16;8;27
10558;2017;9;4;4;6;4;0;0;7;11;7;11;36
10558;2016;5;11;8;9;18;12;14;6;14;15;8;25
10565;2016;22;32;54;58;13;0;0;0;0;0;0;0
10566;2016;10;25;0;0;0;0;0;0;0;0;0;0
10567;2016;6;17;25;18;23;10;13;20;22;27;20;16
10567;2017;22;17;11;0;0;0;0;0;0;0;0;0
10572;2017;17;14;51;18;0;149;0;0;0;3;22;20
10572;2016;0;11;32;20;23;19;30;15;0;9;10;31
10572;2018;31;105;111;25;18;22;204;36;34;37;21;0
10572;2019;0;0;0;0;115;64;0;60;0;0;17;41
10573;2016;46;0;0;0;0;0;0;0;0;0;0;0
10574;2016;35;51;22;1;3;0;0;0;0;0;0;51
10574;2017;17;12;19;43;239;50;0;0;0;1;10;10
10574;2018;8;25;39;6;8;15;9;10;6;562;0;0
10574;2019;0;0;0;0;18;26;20;18;27;30;51;40
10578;2019;33;3;2;0;10;3;76;4;1;5;2;21
10578;2018;13;6;2;4;14;76;2;0;0;1;9;20
10578;2017;0;0;0;0;0;20;72;17;7;9;9;12
10578;2016;0;13;60;2;0;0;0;0;0;14;70;4
10583;2016;81;36;0;177;484;48;120;159;86;136;74;119
10583;2017;183;187;403;0;62;133;141;92;119;132;192;104
10583;2018;168;235;126;97;100;70;229;139;122;130;203;181
10583;2019;281;125;133;213;189;93;186;211;195;253;210;157
10584;2019;269;124;162;115;237;130;122;300;174;562;129;198
10584;2018;333;181;66;163;210;121;149;165;120;128;235;204
10584;2017;120;55;112;138;202;80;149;206;98;115;112;80
10584;2016;57;187;202;218;535;161;113;96;124;240;163;163
10586;2016;109;38;0;188;460;163;96;151;93;154;85;145
10586;2017;138;118;466;0;114;175;215;66;72;61;160;84
10586;2018;96;164;130;115;78;62;250;131;223;181;187;83
10586;2019;289;59;111;101;384;177;152;255;210;500;148;167
10589;2019;34;0;0;45;39;41;61;7;29;27;50;40
10589;2018;75;47;36;25;26;7;9;48;62;45;80;31
10589;2017;0;0;0;0;0;28;124;33;42;11;41;51
10589;2016;0;0;35;43;54;46;53;67;172;7;0;0
11;2016;89;51;45;60;55;1;5;0;2;0;0;0
11;2017;0;0;0;0;0;1;0;0;0;0;0;0
11138;2017;3;5;0;0;0;0;2;0;0;0;0;0
11138;2016;1;0;0;0;0;4;11;3;11;8;3;8
11138;2018;0;0;0;0;0;0;3;2;17;0;9;1
11138;2019;0;3;13;0;3;0;0;0;0;0;0;0
11162;2016;14;4;0;0;0;0;0;8;4;39;0;0
11163;2016;17;12;0;23;18;7;11;14;8;25;23;0
11163;2017;0;0;0;0;0;14;11;19;9;23;5;12
11163;2018;10;4;8;14;15;20;13;11;12;13;6;9
11163;2019;8;13;10;13;12;15;5;12;11;4;7;10
11166;2016;1;5;11;0;8;9;4;9;0;0;0;0
11169;2016;0;0;0;39;21;0;1;18;31;10;0;8
11169;2017;19;24;9;0;0;0;0;0;0;0;0;0
11169;2018;0;0;0;0;0;0;0;0;0;0;0;20
11169;2019;34;32;25;10;0;0;0;2;13;19;7;7
11176;2019;38;64;69;51;51;21;0;15;31;169;26;22
11176;2018;41;0;0;0;0;16;22;54;61;67;53;24
11176;2017;56;69;80;28;0;82;65;88;65;0;148;50
11176;2016;31;55;35;50;22;22;57;120;41;61;175;30
11180;2016;0;2;0;0;1;0;0;0;0;8;7;3
11180;2017;4;7;23;6;5;6;2;2;8;3;35;15
11180;2018;9;8;4;4;5;2;3;10;4;7;10;3
11180;2019;6;4;1;10;6;23;9;4;0;22;0;3
11183;2019;22;40;41;6;16;27;18;22;20;37;20;12
11183;2018;0;0;0;53;79;26;18;20;20;73;62;11
11183;2017;63;0;0;0;0;53;27;36;64;0;0;0
11183;2016;23;21;27;24;21;20;10;110;0;0;0;57
11185;2016;21;28;35;51;10;0;0;0;81;22;35;116
11185;2017;173;57;0;-12;0;81;41;188;31;95;130;136
11185;2018;33;45;28;27;60;59;76;90;75;62;40;78
11185;2019;62;41;34;31;116;9;0;180;11;1;73;84
11186;2019;15;19;8;0;88;62;30;142;25;1;14;20
11186;2018;0;0;0;0;0;14;84;92;61;167;32;41
11186;2017;92;46;43;0;0;45;142;87;36;1;0;0
11186;2016;18;34;8;9;15;0;0;0;133;74;15;197
11187;2016;15;5;17;26;45;70;53;77;77;43;7;44
11187;2017;114;41;96;63;1;70;60;135;23;30;99;66
11187;2018;46;8;10;7;13;6;62;104;30;16;22;22
11187;2019;47;56;88;87;22;0;0;72;77;19;13;21
11188;2019;17;30;20;20;19;18;46;14;8;13;11;37
11188;2018;11;13;23;21;35;43;61;17;20;22;11;30
11188;2017;102;19;39;23;61;41;44;36;10;0;0;0
11188;2016;8;26;29;18;32;20;11;14;43;18;28;167
11197;2016;4;8;12;70;0;0;0;0;0;0;0;0
11198;2016;4;169;0;0;0;0;0;0;0;0;0;0
11200;2016;6;16;14;27;0;0;0;0;0;0;0;0
11200;2018;0;0;0;5;9;3;1;1;1;0;2;13
11200;2019;0;12;1;0;1;2;1;4;2;2;9;7
11201;2018;2;1;0;1;1;3;2;2;0;0;3;3
11201;2016;0;1;4;3;3;3;2;3;2;4;4;3
11201;2017;3;0;2;4;61;106;187;0;0;0;0;0
11209;2017;112;111;93;153;297;343;357;296;396;371;222;211
11209;2016;171;0;0;265;214;0;98;213;182;134;167;168
11209;2018;256;167;146;148;153;192;149;129;124;238;283;331
11209;2019;81;233;40;0;0;0;0;232;235;175;169;175
11211;2019;9;19;12;9;0;0;0;11;21;24;10;3
11211;2018;13;14;9;7;10;10;12;15;16;9;7;31
11211;2016;7;9;8;13;14;8;19;7;8;19;10;9
11211;2017;14;15;20;33;17;0;0;0;0;0;0;0
11212;2017;13;5;16;16;16;19;9;1;0;0;7;10
11212;2016;3;15;10;10;18;13;23;5;10;6;1;1
11212;2018;12;11;8;6;9;7;8;8;10;7;8;15
11212;2019;9;6;10;20;9;0;0;8;19;21;3;2
11213;2019;17;12;34;17;6;0;0;11;1;22;16;5
11213;2018;10;12;8;4;19;11;17;11;12;11;11;48
11213;2016;4;4;18;24;25;8;24;25;31;39;14;16
11213;2017;15;10;19;26;33;38;21;38;21;7;0;0
11215;2017;25;27;0;0;0;0;0;0;0;0;2;5
11215;2016;4;10;52;0;0;0;0;0;0;0;0;15
11215;2018;12;9;30;21;23;23;19;16;17;0;0;14
11215;2019;35;37;12;0;0;0;0;2;3;4;6;4
11216;2019;3;3;17;16;39;2;45;0;0;0;0;0
11216;2018;0;0;0;0;0;4;29;73;7;5;2;1
11216;2016;11;91;0;0;12;47;0;0;0;0;0;0
11216;2017;6;12;10;4;12;14;41;0;0;0;0;0
11217;2017;4;33;33;0;0;0;0;0;0;0;0;0
11217;2016;5;37;7;9;28;0;1;0;0;1;4;1
11217;2018;0;0;0;0;0;1;13;3;3;8;2;0
11217;2019;1;0;0;1;1;13;0;0;0;0;0;0
11222;2019;46;79;0;0;0;0;0;79;25;52;15;4
11222;2018;24;15;19;53;23;55;45;84;29;16;8;33
11222;2016;0;0;0;101;79;52;27;20;44;13;0;6
11222;2017;13;36;55;55;136;71;188;118;14;4;49;43
11223;2016;0;0;0;0;0;0;3;10;4;101;122;0
11223;2019;0;0;0;0;0;0;0;6;4;2;27;0
11224;2016;0;1;5;1;5;9;4;7;5;20;0;0
11229;2016;1;3;4;7;8;1;0;0;0;0;0;0
11230;2016;8;23;8;72;24;0;0;0;96;0;0;96
11230;2017;0;0;0;0;0;108;12;0;0;0;43;27
11230;2018;31;19;0;0;0;61;25;139;63;16;9;38
11230;2019;27;19;12;22;25;27;9;98;0;0;3;12
11232;2016;3;6;17;8;23;17;17;14;14;9;0;0
11233;2016;12;13;6;14;3;0;7;7;7;13;9;40
11233;2017;20;17;0;0;0;0;0;0;0;0;0;0
11233;2018;0;0;0;0;0;11;13;12;13;17;11;10
11233;2019;9;35;7;0;4;19;1;3;13;13;17;12
11234;2017;7;88;0;0;0;0;0;0;0;0;0;0
11234;2016;1;2;5;5;12;4;6;10;8;20;15;7
11235;2016;0;13;9;7;6;11;3;1;10;7;0;13
11235;2017;2;2;13;4;2;0;0;0;0;0;11;6
11235;2018;6;6;6;2;8;5;3;5;4;1;5;3
11235;2019;2;4;7;18;3;11;3;0;0;0;0;2
11236;2016;0;2;4;3;2;0;34;0;0;0;0;0
11239;2016;1;4;2;6;1;0;0;0;0;0;0;0
11241;2016;-15;6;6;6;13;10;5;2;3;6;5;20
11241;2017;5;14;15;7;15;10;24;12;10;9;1;4
11241;2018;9;0;0;0;0;27;13;23;17;0;0;5
11241;2019;12;8;19;20;9;23;0;0;0;0;5;22
11242;2019;64;86;30;8;5;0;0;87;28;70;34;71
11242;2018;17;64;7;0;0;66;32;21;105;37;25;74
11242;2017;61;9;8;0;0;117;46;38;24;15;92;51
11242;2016;62;19;21;8;30;10;31;78;0;0;0;147
11243;2016;0;0;0;53;18;20;7;0;0;0;0;0
11244;2016;18;27;43;35;43;30;61;106;31;5;0;109
11244;2017;26;48;1;0;0;112;25;22;0;0;0;0
11244;2018;32;49;39;49;60;11;0;2;29;57;15;30
11244;2019;9;76;43;8;62;5;0;42;21;0;16;0
11245;2019;11;10;8;25;43;6;3;50;41;9;6;15
11245;2018;8;20;4;0;0;50;40;18;9;18;52;59
11245;2017;14;7;0;0;0;99;18;19;20;0;74;52
11245;2016;6;24;11;9;3;18;22;52;8;0;0;91
11246;2016;0;0;0;20;4;3;24;29;0;0;0;58
11246;2017;12;7;3;0;0;0;0;0;0;0;119;32
11246;2018;37;30;17;25;23;51;28;32;34;14;2;6
11246;2019;22;79;26;24;1;17;0;5;85;17;29;39
11247;2016;10;16;6;6;7;16;6;7;0;0;0;0
11248;2016;4;1;7;4;10;2;2;0;0;0;0;27
11248;2017;5;4;5;2;3;5;6;0;-7;0;25;14
11248;2018;41;20;6;7;5;25;18;3;3;0;1;5
11248;2019;1;4;6;20;18;1;4;2;16;2;3;6
11249;2019;3;1;3;20;1;3;4;2;15;0;0;0
11249;2018;0;4;0;1;15;2;19;1;18;2;1;0
11249;2017;20;0;4;3;1;2;0;0;0;0;28;2
11249;2016;2;12;4;0;2;0;2;6;0;0;0;41
11250;2016;1;2;24;2;2;3;0;0;0;0;0;0
11250;2018;0;0;0;0;0;0;2;6;0;0;0;2
11250;2019;0;1;0;1;1;4;30;0;3;0;3;5
11251;2019;16;35;12;0;21;13;1;39;3;0;6;5
11251;2018;14;24;6;0;0;3;17;34;27;18;9;10
11251;2016;3;5;5;5;11;8;49;6;15;10;5;51
11251;2017;13;7;0;0;0;27;17;22;11;8;22;2
11252;2016;34;44;28;58;39;70;15;0;0;0;0;0
11252;2018;0;0;0;0;0;48;18;44;29;47;14;22
11252;2019;18;57;30;20;50;8;0;67;34;7;15;27
11254;2016;0;1;4;8;2;0;0;0;0;7;1;2
11254;2017;1;0;3;0;2;4;5;4;0;0;0;0
11255;2017;1;8;5;2;3;1;0;0;0;0;0;0
11255;2016;1;0;5;10;2;0;1;1;2;8;2;2
11256;2016;10;5;17;2;0;0;0;0;0;0;0;0
11256;2018;0;0;0;0;0;20;8;6;14;9;5;11
11256;2019;9;9;7;9;7;7;14;24;-16;0;0;30
11258;2019;34;8;52;22;7;68;3;5;0;0;0;39
11258;2018;0;0;0;0;0;59;6;5;34;68;25;30
11258;2016;53;25;0;123;15;2;0;0;0;0;0;0
11259;2016;1;0;0;97;23;18;2;0;0;0;0;0
11259;2018;0;0;0;0;0;58;25;33;13;11;0;22
11259;2019;47;69;43;13;19;0;0;70;71;37;32;14
11262;2019;4;32;3;1;0;0;0;3;0;2;5;6
11262;2018;0;0;0;0;0;5;3;1;2;0;0;0
11262;2016;0;3;2;0;4;1;1;14;2;1;0;15
11262;2017;1;2;3;3;7;2;0;0;1;0;0;0
11263;2017;2;8;7;1;0;0;0;0;0;0;0;0
11263;2016;4;7;5;4;4;0;8;2;9;5;7;2
11263;2018;0;0;0;0;0;32;0;0;0;0;0;0
11263;2019;4;4;12;7;3;7;10;6;6;4;6;10
11264;2016;6;3;3;4;4;0;1;0;1;0;0;0
11264;2017;1;2;1;0;0;0;0;0;0;0;0;0
11265;2017;0;-9;9;0;0;102;4;5;14;7;6;2
11265;2016;4;13;36;9;30;19;23;53;40;4;2;0
11265;2018;1;0;0;0;0;29;20;32;12;2;9;10
11265;2019;24;31;10;22;31;5;-5;32;3;0;0;6
11267;2019;20;31;19;6;7;27;52;6;14;0;4;9
11267;2018;0;0;0;0;0;46;6;13;14;5;0;25
11267;2016;19;20;5;63;7;0;0;0;0;0;0;0
11268;2016;5;0;0;49;19;4;32;39;19;30;0;89
11268;2017;5;16;10;0;0;0;0;0;0;0;53;106
11268;2018;75;3;0;0;0;50;114;11;45;59;51;30
11268;2019;2;86;30;2;36;0;0;114;22;33;33;13
11271;2016;1;4;6;6;3;2;10;0;0;0;0;0
11272;2016;1;6;0;29;0;0;0;0;0;0;0;0
11272;2018;0;0;0;6;8;14;2;10;16;6;4;42
11272;2019;0;1;6;4;12;0;0;0;0;0;0;0
11273;2019;3;2;4;2;9;0;0;0;0;0;0;2
11273;2018;0;0;0;6;6;11;3;3;6;10;6;40
11273;2016;0;11;4;57;0;0;0;0;0;0;0;12
11273;2017;14;14;13;13;6;0;0;0;0;0;0;0
11274;2016;79;0;0;0;0;0;0;0;0;0;0;0
11274;2018;0;0;0;7;6;10;6;7;18;2;0;50
11274;2019;1;2;89;0;0;0;0;0;0;0;0;0
11275;2016;5;10;9;49;4;11;5;4;48;0;0;0
11276;2016;2;7;8;7;14;8;1;4;69;0;0;0
11277;2016;13;202;16;29;37;16;14;6;0;0;0;0
11278;2016;3;1;120;0;6;108;0;0;0;0;0;0
11279;2016;0;0;0;29;12;12;28;9;6;3;0;0
11279;2018;0;0;0;0;0;4;3;4;2;5;8;2
11279;2019;3;4;2;17;0;8;6;10;2;3;14;3
11284;2019;9;12;9;8;8;4;46;0;0;0;0;0
11284;2018;0;0;0;13;11;16;9;12;16;14;11;9
11284;2016;2;4;8;7;18;12;15;7;9;0;0;0
11286;2016;2;39;1;10;41;0;1;2;5;27;6;14
11286;2017;5;9;10;6;6;14;8;0;0;0;0;0
11286;2018;0;0;0;0;0;23;15;12;4;6;0;5
11286;2019;11;19;7;15;2;5;14;4;12;10;0;3
11287;2019;1;4;2;5;1;2;7;3;5;6;4;1
11287;2018;0;0;0;0;0;9;12;12;10;5;0;0
11287;2016;2;3;0;3;15;6;0;0;0;0;0;0
11288;2016;1;4;0;0;0;0;0;0;0;0;0;0
11289;2016;6;11;32;59;370;0;0;0;0;0;0;0
11295;2016;33;26;5;23;24;21;41;48;27;29;14;46
11295;2017;59;74;47;23;0;66;28;26;0;0;11;13
11295;2018;4;2;6;32;48;10;55;0;0;0;0;0
11295;2019;4;14;13;13;6;14;16;47;19;35;12;9
11296;2019;88;30;0;0;0;0;0;0;0;0;0;0
11296;2018;25;0;0;0;0;7;3;7;6;12;8;35
11296;2017;66;11;7;12;13;31;47;75;64;42;11;-10
11296;2016;33;34;6;12;110;1;213;0;0;0;0;26
