"","sku","stock_actual","prevision_total","stock_meses","PC_medio","Altura","Largura","Comprimento","valor_stock_usd","stock_meses_1"
"1","11881",126,"  172,1",0,"   2,145","0,12","0,22","0,295","  270,22",0
"2","22165",36,"    0,0",0,"   0,000","0","0","0","    0,00",12
"3","10364",63,"   71,5",0,"   2,325","0,102","0,128","0,284","  146,48",0
"4","16011",0,"    0,0",0,"   0,292","0","0","0","    0,00",12
"5","15932",5,"    0,0",0,"  15,000","0","0","0","   75,00",12
"6","17553",34," 1405,7",0,"   0,650","0","0","0","   22,10",0
"7","19597",0,"    0,0",0,"   1,250","0","0","0","    0,00",12
"8","19601",0,"    0,0",0,"   1,250","0","0","0","    0,00",12
"9","19619",10,"   16,0",0,"   3,200","0,33","0,23","0,155","   32,00",0
"10","19629",35,"   30,0",1,"   3,500","0","0","0","  122,50",1
"11","19681",0,"    0,0",0,"   2,520","0,042","1","1","    0,00",12
"12","19688",191,"    9,7",12,"   1,270","0,096","1","1","  242,57",12
"13","19710",0,"    0,0",0,"   2,940","0,057","1","1","    0,00",12
"14","19729",0,"    0,0",0,"   2,780","0,096","1","1","    0,00",12
"15","19732",0,"    0,0",0,"   2,430","0,005","1","1","    0,00",12
"16","19738",0,"    0,0",0,"   2,000","0","0","0","    0,00",12
"17","19742",0,"    0,0",0,"   7,000","0","0","0","    0,00",12
"18","19744",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"19","19748",0,"    0,0",0,"   3,500","0","0","0","    0,00",12
"20","19750",0,"    0,0",0,"   1,957","0","0","0","    0,00",12
"21","19768",0,"    0,0",0,"   6,276","0,11","0,22","0,41","    0,00",12
"22","19769",0,"    0,0",0,"  11,995","0,12","0,16","0,455","    0,00",12
"23","19770",0.025,"   16,8",0,"  11,823","0,12","0,16","0,455","    0,30",0
"24","19772",0,"    0,0",0,"   4,600","0,1","0,23","0,275","    0,00",12
"25","19790",53,"    6,0",8,"   8,090","0,093","1","1","  428,77",8
"26","19844",59,"   42,9",1,"   7,110","0,245","0,3","0,18","  419,49",1
"27","19853",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"28","19859",0,"    0,0",0,"   0,420","1","1","0,002","    0,00",12
"29","19908",200,"  148,9",1,"   0,730","0,39","0,22","0,156","  146,00",1
"30","19919",6,"    6,0",1,"   5,500","0","0","0","   33,00",1
"31","19927",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"32","19935",51,"   15,9",3,"   0,910","0,016","1","1","   46,41",3
"33","19765",0,"    0,0",0,"   4,208","0,205","0,21","0,325","    0,00",12
"34","19835",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"35","19842",12,"   21,4",0,"   8,790","0,104","0,233","0,33","  105,48",0
"36","19845",0,"   27,4",0,"   7,120","0,3","0,25","0,18","    0,00",0
"37","19850",0,"    0,0",0,"   8,340","0,18","0,8","0,112","    0,00",12
"38","19858",57,"    0,0",0,"   1,070","1","1","0,005","   60,99",12
"39","19903",0,"    0,0",0,"   0,120","0,041","1","1","    0,00",12
"40","19904",421,"   39,7",10,"   0,100","0,039","1","1","   42,10",10
"41","19920",14,"   16,8",0,"  10,000","0","0","0","  140,00",0
"42","19924",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"43","19926",0,"    0,0",0,"  30,000","0","0","0","    0,00",12
"44","19928",0,"    0,0",0,"   5,000","0","0","0","    0,00",12
"45","19931",0,"    0,0",0," 151,250","0,9","0,33","0,33","    0,00",12
"46","19945",24,"    0,0",0,"   1,670","0,295","0,2","0,17","   40,08",12
"47","19949",24,"    0,0",0,"   1,580","0,295","0,2","0,17","   37,92",12
"48","19951",0,"    0,0",0,"   2,580","0,014","1","1","    0,00",12
"49","19952",0,"    0,0",0,"   2,580","0,014","1","1","    0,00",12
"50","19959",35,"   58,1",0,"   1,476","0,215","0,28","0,37","   51,67",0
"51","19961",46,"   56,7",0,"   1,966","0,215","0,28","0,37","   90,46",0
"52","19962",36,"    0,0",0,"   1,560","0,21","0,28","0,37","   56,16",12
"53","19967",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"54","19971",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"55","19972",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"56","19977",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"57","19983",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"58","19984",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"59","19986",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"60","20050",0,"    0,0",0,"   1,125","0","0","0","    0,00",12
"61","20054",0,"    0,0",0,"   3,400","0,105","1","1","    0,00",12
"62","20060",0,"    0,0",0,"   4,250","0","0","0","    0,00",12
"63","20092",0,"    0,0",0,"   4,000","0","0","0","    0,00",12
"64","20131",0,"    0,0",0,"   2,230","0,375","0,185","0,255","    0,00",12
"65","20135",0,"    0,0",0,"   2,384","0,4","0,24","0,255","    0,00",12
"66","20138",0,"    0,0",0,"   2,750","0","0","0","    0,00",12
"67","20141",3,"   47,0",0,"   1,996","0,09","0,135","0,205","    5,99",0
"68","20149",92,"    6,5",12,"   1,340","0,023","1","1","  123,28",12
"69","20166",2,"    3,8",0,"  10,360","0,036","1","1","   20,72",0
"70","20169",0,"    0,0",0,"  21,550","0,38","0,115","0,115","    0,00",12
"71","20175",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"72","20176",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"73","19554",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"74","19564",134,"   31,9",4,"   3,276","0,08","0,27","0,41","  438,98",4
"75","19575",23,"   26,7",0,"   2,890","0,115","0,09","0,09","   66,47",0
"76","19584",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"77","19588",148,"  131,0",1,"   1,189","0,16","0,17","0,24","  175,94",1
"78","19600",23,"   79,2",0,"   1,031","0","0","0","   23,72",0
"79","19608",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"80","19609",82,"   21,6",3,"   1,400","0,02","1","1","  114,80",3
"81","19611",359,"    2,9",12,"   0,250","0,005","1","1","   89,75",12
"82","19613",154,"    7,4",12,"   0,670","0,006","1","1","  103,18",12
"83","19614",213,"    4,8",12,"   0,670","0,006","1","1","  142,71",12
"84","19621",26,"   23,4",1,"   7,410","0,17","0,235","0,301","  192,66",1
"85","19623",65,"    6,1",10,"  14,340","0,17","0,235","0,301","  932,10",10
"86","19625",59,"   12,2",4,"  15,460","0,17","0,235","0,301","  912,14",4
"87","19655",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"88","19657",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"89","19661",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"90","19663",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"91","19682",0,"    0,0",0,"   2,529","0,042","1","1","    0,00",12
"92","19685",13,"    4,8",2,"   4,980","0,163","1","1","   64,74",2
"93","19687",188,"   21,9",8,"   0,860","0,054","1","1","  161,68",8
"94","19689",65,"    6,7",9,"   2,320","0,067","1","1","  150,80",9
"95","19692",31,"    0,0",0,"   1,840","0,023","1","1","   57,04",12
"96","19699",17,"    0,0",0,"  20,070","0,124","1","1","  341,19",12
"97","19737",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"98","19747",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"99","19752",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"100","19757",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"101","19777",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"102","19807",0,"   12,9",0,"   2,670","0,002","1","1","    0,00",0
"103","19827",110,"  188,0",0,"   0,090","0,061","1","1","    9,90",0
"104","19833",61,"   20,1",3,"   3,444","0,046","1","1","  210,08",3
"105","19836",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"106","19839",326,"  280,9",1,"   1,510","0,23","0,24","0,36","  492,26",1
"107","19841",28,"   19,3",1,"   8,790","0,104","0,233","0,33","  246,12",1
"108","19843",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"109","19846",0,"   54,0",0,"   8,140","0,303","0,201","0,358","    0,00",0
"110","19849",0,"    0,0",0,"   6,944","0,262","0,176","0,327","    0,00",12
"111","19857",0,"   49,6",0,"   0,490","1","1","0,003","    0,00",0
"112","19885",0,"    0,0",0,"   1,180","0,001","1","1","    0,00",12
"113","19921",6,"    1,0",6,"   4,000","0","0","0","   24,00",6
"114","19942",24,"    0,0",0,"   3,320","0,385","0,23","0,21","   79,68",12
"115","19943",24,"    0,0",0,"   1,580","0,295","0,2","0,17","   37,92",12
"116","19944",24,"    0,0",0,"   3,550","0,385","0,23","0,21","   85,20",12
"117","19953",0,"    0,0",0,"   2,580","0,014","1","1","    0,00",12
"118","19960",24,"   39,7",0,"   1,490","0,22","0,28","0,37","   35,76",0
"119","19969",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"120","19979",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"121","19988",2,"    2,7",0,"   9,000","0","0","0","   18,00",0
"122","2",0,"    0,0",0,"   2,500","0","0","0","    0,00",12
"123","20048",25,"    0,0",0,"   7,270","0,01","1","1","  181,75",12
"124","20049",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"125","20074",0,"    0,0",0,"  80,500","0","0","0","    0,00",12
"126","20085",0,"    0,0",0,"  13,600","0","0","0","    0,00",12
"127","20129",13,"   38,3",0,"   2,744","0,018","1","1","   35,67",0
"128","20132",0,"    0,0",0,"   2,177","0,375","0,185","0,255","    0,00",12
"129","20133",0,"    0,0",0,"   2,288","0,375","0,185","0,255","    0,00",12
"130","20134",0,"    0,0",0,"   2,371","0,375","0,185","0,255","    0,00",12
"131","20139",0,"    0,0",0,"   2,000","0","0","0","    0,00",12
"132","20143",31,"    6,7",4,"   2,660","0,039","1","1","   82,46",4
"133","20180",15,"    1,1",12," 111,760","0,137","1","1"," 1676,40",12
"134","20182",0,"    0,0",0,"   3,100","0,012","1","1","    0,00",12
"135","20200",0,"    1,0",0,"   3,110","0,003","1","1","    0,00",0
"136","20204",12,"    0,0",0,"   4,310","0,021","1","1","   51,72",12
"137","20215",75,"    3,3",12,"   2,190","0,045","1","1","  164,25",12
"138","20219",0,"   13,1",0,"   1,420","0,017","1","1","    0,00",0
"139","20221",10,"    1,0",10,"   4,140","0,051","1","1","   41,40",10
"140","20223",40,"    0,0",0,"   4,190","0,035","1","1","  167,60",12
"141","20227",21,"    0,0",0,"   2,800","0,032","1","1","   58,80",12
"142","20228",10,"    0,0",0,"   5,210","0,005","1","1","   52,10",12
"143","20235",0,"   29,7",0,"  12,500","0","0","0","    0,00",0
"144","20290",0,"    0,0",0,"   3,480","0,265","0,25","0,32","    0,00",12
"145","20307",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"146","20314",0,"    0,0",0,"   3,500","0","0","0","    0,00",12
"147","20316",0,"    0,0",0,"   2,100","0","0","0","    0,00",12
"148","20327",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"149","20402",0,"    0,0",0,"   2,917","0","0","0","    0,00",12
"150","20417",0,"    0,0",0,"  10,486","0","0","0","    0,00",12
"151","20437",0,"    0,0",0,"  13,000","0","0","0","    0,00",12
"152","20454",1,"    6,6",0,"   1,215","0,005","1","1","    1,22",0
"153","20458",0,"    0,0",0,"   7,690","0,01","1","1","    0,00",12
"154","20144",13,"    0,0",0,"   2,770","0,049","1","1","   36,01",12
"155","20147",0,"    0,0",0,"   3,400","0","0","0","    0,00",12
"156","20150",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"157","20170",10,"    0,0",0,"  43,010","0,39","0,155","0,16","  430,10",12
"158","20189",48,"    2,8",12,"   2,060","0,021","1","1","   98,88",12
"159","20211",35,"    1,0",12,"   2,460","0,023","1","1","   86,10",12
"160","20222",31,"    0,0",0,"   4,750","0,039","1","1","  147,25",12
"161","20225",56,"    1,0",12,"   4,250","0,028","1","1","  238,00",12
"162","20226",79,"    0,0",0,"   2,530","0,018","1","1","  199,87",12
"163","20231",0,"    0,0",0,"  10,750","0","0","0","    0,00",12
"164","20234",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"165","20261",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"166","20264",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"167","20294",27,"    8,5",3,"  16,180","0,303","0,116","0,32","  436,86",3
"168","20302",0,"    0,0",0,"   1,828","0","0","0","    0,00",12
"169","20305",0,"    0,0",0,"   1,000","0","0","0","    0,00",12
"170","20317",0,"    0,0",0,"   2,188","0","0","0","    0,00",12
"171","20320",0,"    0,0",0,"   4,000","0","0","0","    0,00",12
"172","20325",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"173","20326",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"174","20333",83,"    8,6",9,"   8,760","0,028","1","1","  727,08",9
"175","19922",22,"    0,0",0,"  37,500","0","0","0","  825,00",12
"176","19933",2,"    0,0",0,"   6,430","0,2","0,1","0,1","   12,86",12
"177","19936",0,"    0,0",0,"   1,350","0,017","1","1","    0,00",12
"178","19948",24,"    0,0",0,"   3,320","0,385","0,23","0,21","   79,68",12
"179","19950",0,"    0,0",0,"   4,030","0,012","1","1","    0,00",12
"180","19963",60,"   72,0",0,"   1,535","0,21","0,28","0,37","   92,07",0
"181","19966",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"182","19970",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"183","19976",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"184","19978",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"185","19981",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"186","19982",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"187","20026",0,"    0,0",0,"   2,890","0","0","0","    0,00",12
"188","20051",0,"    0,0",0,"   0,800","0","0","0","    0,00",12
"189","20057",0,"    0,0",0,"  33,730","0,315","1","1","    0,00",12
"190","20059",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"191","20068",28800,"    0,0",0,"   0,010","0,168","0,264","0,381","  288,00",12
"192","20073",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"193","20077",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"194","20079",21,"  158,9",0,"   6,000","0","0","0","  126,00",0
"195","20462",14,"   11,4",1,"   0,520","0","1","1","    7,28",1
"196","20465",0,"    0,0",0,"   1,340","0","1","1","    0,00",12
"197","20469",11,"    0,0",0,"   0,820","0","1","1","    9,02",12
"198","20470",10,"    5,2",1,"   1,150","0","1","1","   11,50",1
"199","20474",3,"    6,0",0,"   1,630","0","1","1","    4,89",0
"200","20476",7,"    1,0",7,"   3,480","0","1","1","   24,36",7
"201","20480",1,"    0,0",0,"  12,280","0","1","1","   12,28",12
"202","20484",16,"    0,0",0,"  21,770","0,46","1","1","  348,32",12
"203","20486",5,"    0,0",0,"   9,950","0,12","1","1","   49,75",12
"204","20488",38,"    0,0",0,"   4,380","0","1","1","  166,44",12
"205","20491",41,"    7,5",5,"   9,130","0","1","1","  374,33",5
"206","20497",0,"    0,0",0,"   3,020","0","1","1","    0,00",12
"207","2050000000010",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"208","2050000000027",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"209","20502",7,"    0,0",0,"   8,170","0","1","1","   57,19",12
"210","20658",0,"    0,0",0,"   6,350","0,33","0,102","0,215","    0,00",12
"211","20661",21,"   22,2",0,"   1,040","0,153","0,115","0,38","   21,84",0
"212","20665",24,"   13,3",1,"   1,040","0,153","0,115","0,38","   24,96",1
"213","20667",24,"   12,4",1,"   1,040","0,153","0,115","0,38","   24,96",1
"214","20670",46,"   16,2",2,"   1,040","0,153","0,115","0,38","   47,84",2
"215","20672",31,"   14,5",2,"   1,040","0,153","0,115","0,38","   32,24",2
"216","20676",42,"    6,0",7,"   0,510","0,125","0,095","0,323","   21,42",7
"217","20679",37,"    0,0",0,"   0,510","0,125","0,095","0,323","   18,87",12
"218","20681",0,"    0,0",0,"   0,580","0,125","0,095","0,323","    0,00",12
"219","20685",46,"    1,0",12,"   1,370","0,175","0,135","0,38","   63,02",12
"220","20687",1,"   58,3",0,"   1,330","0,1","0,255","0,355","    1,33",0
"221","20693",24,"   19,1",1,"   1,840","0,18","0,205","0,355","   44,16",1
"222","20694",19,"   21,7",0,"   2,220","0,18","0,205","0,365","   42,18",0
"223","20702",7,"   56,1",0,"   2,800","0","0","0","   19,60",0
"224","20705",34,"    1,0",12,"   0,300","0","0","0","   10,20",12
"225","20737",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"226","20746",0,"    0,0",0,"   4,750","0,04","1","1","    0,00",12
"227","20755",0,"    0,0",0,"   1,440","0,05","1","1","    0,00",12
"228","20766",42,"    2,6",12,"   3,560","0,02","1","1","  149,52",12
"229","20776",0,"    0,0",0,"   1,380","0,16","0,32","0,22","    0,00",12
"230","20778",0,"    0,0",0,"   1,380","0,16","0,21","0,21","    0,00",12
"231","20878",9,"    2,6",3,"   9,530","1","1","0,021","   85,77",3
"232","20883",23,"    1,0",12,"   1,960","0,18","0,205","0,365","   45,08",12
"233","20923",0,"    0,0",0,"   2,300","0,008","1","1","    0,00",12
"234","20927",0,"    0,0",0,"   2,110","0,01","1","1","    0,00",12
"235","20930",48,"    0,0",0,"   1,370","0,02","1","1","   65,76",12
"236","19201",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"237","19213",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"238","19216",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"239","19219",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"240","19220",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"241","19222",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"242","19224",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"243","19233",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"244","19237",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"245","19238",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"246","19239",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"247","19240",0,"    0,0",0,"   2,300","0","0","0","    0,00",12
"248","19242",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"249","19249",0,"    0,0",0,"   4,000","0","0","0","    0,00",12
"250","19262",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"251","19264",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"252","19270",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"253","19279",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"254","19285",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"255","19288",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"256","19292",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"257","19294",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"258","19302",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"259","19312",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"260","19313",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"261","19317",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"262","19319",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"263","19324",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"264","19355",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"265","19356",0,"    0,0",0,"   0,750","0","0","0","    0,00",12
"266","19361",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"267","19376",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"268","19394",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"269","19398",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"270","19401",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"271","19405",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"272","19409",0,"    0,0",0,"   0,100","0","0","0","    0,00",12
"273","19422",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"274","19424",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"275","19426",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"276","19427",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"277","19431",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"278","19433",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"279","19435",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"280","20338",34,"    1,0",12,"  11,940","0,025","1","1","  405,96",12
"281","20339",0,"   22,1",0,"   6,260","0,019","1","1","    0,00",0
"282","20353",36,"    8,1",4,"   1,820","0,016","1","1","   65,52",4
"283","20354",27,"   15,4",1,"   1,820","0,016","1","1","   49,14",1
"284","20378",133,"   64,1",2,"   1,961","0,203","0,396","0,287","  260,81",2
"285","20387",0,"    0,0",0,"   1,360","0,22","0,23","0,36","    0,00",12
"286","204000000003",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"287","20401",0,"    0,0",0,"   3,000","0","0","0","    0,00",12
"288","20403",0,"    0,0",0,"   1,500","0","0","0","    0,00",12
"289","20422",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"290","20435",0,"    0,0",0,"   1,750","0","0","0","    0,00",12
"291","20436",0,"    0,0",0,"   1,750","0","0","0","    0,00",12
"292","20457",0,"    0,0",0,"  16,220","0,01","1","1","    0,00",12
"293","20461",0,"    0,0",0,"   2,450","0","1","1","    0,00",12
"294","20463",0,"    0,0",0,"   0,520","0","1","1","    0,00",12
"295","20477",5,"    6,8",0,"   4,220","0","1","1","   21,10",0
"296","20487",47,"    3,0",12,"   6,430","0,18","1","1","  302,21",12
"297","20490",18,"   19,3",0,"   1,370","0","1","1","   24,66",0
"298","20495",18,"    0,0",0,"   4,160","0","1","1","   74,88",12
"299","20496",0,"    8,4",0,"   3,860","0","1","1","    0,00",0
"300","20499",10,"    3,9",2,"   6,040","0","1","1","   60,40",2
"301","20500000000278",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"302","20646",0,"    0,0",0,"   1,875","0","0","0","    0,00",12
"303","20659",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"304","20660",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"305","20662",0,"    0,0",0,"   0,760","0,125","0,095","0,323","    0,00",12
"306","20663",35,"   12,3",2,"   1,040","0,153","0,115","0,38","   36,40",2
"307","20664",54,"    9,6",5,"   1,040","0,153","0,115","0,38","   56,16",5
"308","20666",51,"   26,7",1,"   1,040","0,153","0,115","0,38","   53,04",1
"309","20675",38,"    1,0",12,"   0,510","0,125","0,095","0,323","   19,38",12
"310","20677",23,"   19,7",1,"   0,510","0,125","0,095","0,323","   11,73",1
"311","20680",71,"    6,3",11,"   0,840","0,073","0,2","0,2","   59,64",11
"312","20682",17,"   13,0",1,"   1,190","0,175","0,135","0,38","   20,23",1
"313","20683",30,"   15,8",1,"   1,220","0,175","0,135","0,38","   36,60",1
"314","20684",47,"   17,5",2,"   1,220","0,175","0,135","0,38","   57,34",2
"315","20686",1,"   60,0",0,"   1,330","0,1","0,255","0,355","    1,33",0
"316","20691",22,"    7,6",2,"   4,820","0,18","0,205","0,355","  106,04",2
"317","20698",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"318","20699",0,"    0,0",0,"   3,190","0,328","0,15","0,225","    0,00",12
"319","20701",14,"   29,7",0,"   5,090","0,15","0,325","0,231","   71,26",0
"320","20703",10,"   63,4",0,"   2,600","0","0","0","   26,00",0
"321","19438",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"322","19441",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"323","19465",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"324","19478",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"325","19500",0,"    0,0",0,"   0,917","0","0","0","    0,00",12
"326","19501",54,"   37,7",1,"   2,777","0","0","0","  149,96",1
"327","19506",0,"    0,0",0,"   0,133","0","0","0","    0,00",12
"328","19510",0,"    0,0",0,"   2,000","0","0","0","    0,00",12
"329","19511",0,"    0,0",0,"   0,568","0","0","0","    0,00",12
"330","19516",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"331","19522",36,"   39,5",0,"   1,481","0,17","0,248","0,167","   53,32",0
"332","19531",153,"    8,9",12,"   1,320","0,14","0,22","0,14","  201,96",12
"333","19558",157,"  323,1",0,"   0,860","0,195","0,24","0,395","  135,02",0
"334","19567",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"335","19574",141,"  154,5",0,"   0,850","0,15","0,23","0,21","  119,85",0
"336","19591",106,"  135,3",0,"   1,312","0,21","0,29","0,38","  139,04",0
"337","19596",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"338","19607",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"339","19612",176,"   12,2",12,"   0,670","0,006","1","1","  117,92",12
"340","19622",43,"   14,5",2,"   6,780","0,17","0,235","0,301","  291,54",2
"341","19624",58,"   12,2",4,"  14,340","0,17","0,235","0,301","  831,72",4
"342","20082",0,"    0,0",0,"   1,517","0","0","0","    0,00",12
"343","20084",0,"    0,0",0,"   9,600","0","0","0","    0,00",12
"344","20086",0,"    0,0",0,"  12,000","0","0","0","    0,00",12
"345","20090",0,"    0,0",0,"   4,250","0","0","0","    0,00",12
"346","20137",0,"    0,0",0,"   2,250","0","0","0","    0,00",12
"347","20142",14,"   11,3",1,"   1,670","0,021","1","1","   23,38",1
"348","20177",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"349","20183",0,"    0,0",0,"   2,400","0,012","1","1","    0,00",12
"350","20193",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"351","20201",12,"    0,0",0,"   5,490","0,003","1","1","   65,88",12
"352","20203",24,"    0,0",0,"   4,910","0,021","1","1","  117,84",12
"353","20207",0,"    0,0",0,"   9,550","0,72","1","1","    0,00",12
"354","20208",4,"    0,0",0,"   6,930","0,72","1","1","   27,72",12
"355","20209",0,"    0,0",0,"   5,860","0,72","1","1","    0,00",12
"356","20212",11,"    9,8",1,"   3,380","0,051","1","1","   37,18",1
"357","20214",81,"    0,0",0,"   3,040","0,124","1","1","  246,24",12
"358","20216",78,"    1,0",12,"   2,530","0,066","1","1","  197,34",12
"359","20220",40,"    2,2",12,"   6,800","0,069","1","1","  272,00",12
"360","20233",0,"   22,3",0,"   9,000","0","0","0","    0,00",0
"361","20243",51,"    0,0",0,"   8,672","0,01","1","1","  442,27",12
"362","20266",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"363","20293",7,"    6,0",1,"  20,660","0,303","0,116","0,32","  144,62",1
"364","20298",1,"    0,0",0,"   8,400","0","0","0","    8,40",12
"365","20303",0,"    0,0",0,"   1,110","0","0","0","    0,00",12
"366","20315",0,"    0,0",0,"  10,500","0","0","0","    0,00",12
"367","20329",0,"    0,0",0,"   3,500","0","0","0","    0,00",12
"368","20363",62,"   16,2",3,"   3,580","0,02","1","1","  221,96",3
"369","20404",0,"    0,0",0,"   1,500","0","0","0","    0,00",12
"370","20455",0,"    0,0",0,"   3,390","0,01","1","1","    0,00",12
"371","20460",13,"    1,0",12,"   0,610","0","1","1","    7,93",12
"372","20464",31,"    9,0",3,"   0,310","0","1","1","    9,61",3
"373","20466",18,"   18,1",0,"   0,540","0","1","1","    9,72",0
"374","20468",5,"   11,6",0,"   0,550","0","1","1","    2,75",0
"375","20472",17,"    7,7",2,"   0,660","0","1","1","   11,22",2
"376","20475",9,"    1,0",9,"   2,750","0","1","1","   24,75",9
"377","20479",4,"    0,0",0,"  10,000","0","1","1","   40,00",12
"378","20481",6,"    1,3",4,"   3,040","0","1","1","   18,24",4
