"","sku","stock_actual","prevision_total","stock_meses","PC_medio","Altura","Largura","Comprimento","valor_stock_usd","stock_meses_1"
"5559","13465",120,"    0,0",0,"   0,470","0,003","1","1","   56,40",12
"5560","13634",5,"   47,1",0,"   3,500","0","0","0","   17,50",0
"5561","13801",0,"    0,0",0,"   1,899","0,34","0,21","0,27","    0,00",12
"5562","14131",29,"  119,9",0,"   0,501","0,018","1","1","   14,53",0
"5563","14138",151,"   83,2",1,"   0,910","0,007","1","1","  137,41",1
"5564","14314",12,"    7,2",1,"   1,188","0,465","0,335","0,405","   14,26",1
"5565","14318",45,"   45,6",0,"   0,990","0,465","0,335","0,405","   44,55",0
"5566","14708",12,"    0,0",0,"   5,780","0,22","0,15","0,16","   69,36",12
"5567","14721",40,"   81,1",0,"   4,150","0,32","0,22","0,18","  166,00",0
"5568","14723",56,"   67,1",0,"   3,170","0","0","0","  177,52",0
"5569","14725",86,"   81,6",1,"   3,850","0,19","0,11","0,18","  331,10",1
"5570","14731",33,"   33,9",0,"   2,636","0,27","0,09","0,12","   86,98",0
"5571","15027",8,"   10,9",0,"   1,167","0,25","0,17","0,26","    9,33",0
"5572","15028",11,"    6,3",1,"   1,177","0,25","0,17","0,26","   12,95",1
"5573","15166",11,"   24,5",0,"   3,045","0","0","0","   33,50",0
"5574","15179",3,"   32,9",0,"   4,700","1","1","0,011","   14,10",0
"5575","15232",18,"   15,5",1,"   1,559","0,377","0,159","0,34","   28,06",1
"5576","16782",148,"  101,7",1,"   8,627","0,027","1","1"," 1276,80",1
"5577","16785",0,"    0,0",0,"   4,360","0,008","1","1","    0,00",12
"5578","17014",0,"   79,9",0,"   0,565","0","0","0","    0,00",0
"5579","17113",95,"   29,5",3,"   1,960","0,016","1","1","  186,20",3
"5580","17135",91,"   50,4",1,"   1,486","0,165","0,155","0,375","  135,20",1
"5581","17137",75,"   30,7",2,"   1,360","0,165","0,155","0,375","  102,00",2
"5582","17164",727,"  489,5",1,"   0,030","1","1","0,021","   21,81",1
"5583","17172",47,"  166,7",0,"   0,660","1","1","0,012","   31,02",0
"5584","17177",482,"  245,1",1,"   0,136","1","1","0,012","   65,49",1
"5585","17244",14,"    0,0",0,"   1,240","0,102","1","1","   17,36",12
"5586","17250",39,"    3,8",10,"   3,560","0,04","1","1","  138,84",10
"5587","17289",0,"    0,0",0,"   2,800","0,177","0,189","0,252","    0,00",12
"5588","17304",28,"   51,6",0,"   5,140","1","1","0,013","  143,92",0
"5589","17308",70,"   52,7",1,"   8,010","1","1","0,017","  560,72",1
"5590","17533",191,"  116,9",1,"   1,507","0,2","0,093","0,162","  287,82",1
"5591","17536",180,"  209,6",0,"   1,690","0,202","0,129","0,182","  304,20",0
"5592","17573",736,"  566,6",1,"   1,380","0,008","0,027","0,04"," 1015,68",1
"5593","17576",496,"  520,1",0,"   1,300","0,008","0,027","0,04","  644,80",0
"5594","15426",0,"    0,0",0,"   1,500","0","0","0","    0,00",12
"5595","15428",0,"    1,0",0,"   0,000","0","0","0","    0,00",0
"5596","15429",0,"   38,0",0,"   1,500","0","0","0","    0,00",0
"5597","15431",0,"    0,0",0,"   2,000","0","0","0","    0,00",12
"5598","15681",692,"    0,0",0,"   2,410","0","0","0"," 1667,72",12
"5599","15839",0,"    0,0",0,"   4,250","0,08","0,407","0,27","    0,00",12
"5600","15900",1019,"  641,9",1,"   4,299","1","1","0,022"," 4380,69",1
"5601","16764",18,"    0,0",0,"   9,930","0,36","0,195","0,245","  178,74",12
"5602","16770",18,"   86,9",0,"   1,250","0","0","0","   22,50",0
"5603","16779",0,"    0,0",0,"   7,642","0,031","1","1","    0,00",12
"5604","16781",0,"    0,0",0,"   5,546","0,016","1","1","    0,00",12
"5605","16784",0,"    0,0",0,"   3,908","0,008","1","1","    0,00",12
"5606","16786",0,"    0,0",0,"   4,345","0,008","1","1","    0,00",12
"5607","16788",0,"    0,0",0,"   4,656","0,008","1","1","    0,00",12
"5608","16790",0,"    0,0",0,"   7,580","0,027","1","1","    0,00",12
"5609","16793",56,"   28,3",1,"  15,628","0,016","1","1","  875,17",1
"5610","16975",135,"    1,0",12,"   1,223","1","1","0,004","  165,16",12
"5611","17001",213,"   23,0",9,"   3,050","1","1","0,011","  649,65",9
"5612","17136",20,"    0,0",0,"   1,631","0,165","0,155","0,375","   32,62",12
"5613","17138",34,"   21,6",1,"   1,520","0,165","0,155","0,375","   51,68",1
"5614","17142",20,"    5,7",3,"   1,930","0,165","0,155","0,375","   38,60",3
"5615","16783",0,"   99,6",0,"   4,459","0,013","1","1","    0,00",0
"5616","16789",149,"  103,1",1,"   4,426","0,013","1","1","  659,47",1
"5617","16791",20,"   11,1",1,"  20,424","0,016","1","1","  408,48",1
"5618","16965",47,"   32,2",1,"   0,827","1","1","0,012","   38,85",1
"5619","16996",1217,"   72,4",12,"   2,440","1","1","0,004"," 2969,48",12
"5620","16997",215,"   27,5",7,"   2,440","1","1","0,004","  524,60",7
"5621","17134",62,"   40,5",1,"   1,450","0,165","0,155","0,375","   89,90",1
"5622","17141",27,"   30,4",0,"   1,600","0,165","0,155","0,375","   43,20",0
"5623","17170",0,"  462,4",0,"   0,540","1","1","0,012","    0,00",0
"5624","17184",888," 1151,6",0,"   0,060","1","1","0,042","   53,28",0
"5625","17307",51,"   39,8",1,"   8,280","1","1","0,017","  422,28",1
"5626","17309",6,"   24,6",0,"   8,280","1","1","0,017","   49,68",0
"5627","17406",51,"   52,3",0,"   3,730","0,085","0,215","0,137","  190,23",0
"5628","17532",216,"  147,4",1,"   1,504","0,2","0,093","0,162","  324,96",1
"5629","17575",555,"  515,2",1,"   1,380","0,008","0,027","0,04","  765,90",1
"5630","17675",83,"   13,2",6,"   7,295","0,054","1","1","  605,49",6
"5631","17756",0,"    0,0",0,"   3,098","0,014","1","1","    0,00",12
"5632","17762",6,"    1,0",6,"  13,365","0,09","1","1","   80,19",6
"5633","17769",0,"    0,0",0,"   1,252","0,071","1","1","    0,00",12
"5634","17778",41,"    1,0",12,"   3,381","0,021","1","1","  138,62",12
"5635","17163",0,"  286,6",0,"   0,030","1","1","0,021","    0,00",0
"5636","17171",42,"  138,3",0,"   0,540","1","1","0,012","   22,68",0
"5637","17178",89,"  280,0",0,"   0,138","1","1","0,012","   12,27",0
"5638","17252",83,"   16,8",4,"   8,129","0,041","1","1","  674,72",4
"5639","17288",0,"    0,0",0,"  10,931","0,218","0,185","0,277","    0,00",12
"5640","17298",57,"   25,6",2,"   2,875","0,3","0,194","0,246","  163,88",2
"5641","17299",163,"  169,8",0,"   3,001","0,3","0,194","0,246","  489,22",0
"5642","17305",73,"   89,0",0,"   5,140","1","1","0,013","  375,22",0
"5643","17306",10,"   23,4",0,"   5,165","1","1","0,013","   51,65",0
"5644","17534",161,"  248,2",0,"   1,560","0,202","0,129","0,182","  251,16",0
"5645","17565",0,"    0,0",0,"   1,530","0,013","1","1","    0,00",12
"5646","17574",626,"  539,8",1,"   1,300","0,008","0,027","0,04","  813,80",1
"5647","17705",158,"  238,2",0,"   4,195","0,34","0,16","0,24","  662,84",0
"5648","17754",27,"  116,8",0,"   1,262","0","0","0","   34,08",0
"5649","17758",324,"   13,2",12,"   2,766","0,018","1","1","  896,06",12
"5650","17766",50,"    0,0",0,"   5,210","0,094","1","1","  260,50",12
"5651","17767",121,"    4,6",12,"   1,360","0,044","1","1","  164,56",12
"5652","17777",27,"    3,3",8,"   2,592","0,018","1","1","   69,99",8
"5653","17795",14,"    6,8",2,"   4,510","0,009","1","1","   63,14",2
"5654","17577",693,"  500,9",1,"   1,380","0,008","0,027","0,04","  956,34",1
"5655","17697",4,"    5,9",0,"   1,320","0,15","0,4","0,33","    5,28",0
"5656","17704",23,"   18,6",1,"   7,014","0,34","0,16","0,24","  161,33",1
"5657","17706",26,"   11,4",2,"   2,560","0,34","0,16","0,24","   66,56",2
"5658","17757",100,"   17,3",5,"   3,250","0,008","1","1","  325,00",5
"5659","17760",48,"   42,9",1,"   3,609","0,015","1","1","  173,23",1
"5660","17765",38,"    2,5",12,"   3,180","0,086","1","1","  120,84",12
"5661","17796",10,"    0,0",0,"   4,230","0,01","1","1","   42,30",12
"5662","17798",0,"   10,5",0,"   5,830","0,01","1","1","    0,00",0
"5663","17799",53,"    2,4",12,"   7,290","0,01","1","1","  386,36",12
"5664","17800",39,"    0,0",0,"   7,029","0,007","1","1","  274,12",12
"5665","17815",1,"   14,9",0,"   3,762","0,001","1","1","    3,76",0
"5666","17833",29,"   18,6",1,"   4,591","0,015","1","1","  133,14",1
"5667","17838",23,"   21,2",1,"   3,470","0,006","1","1","   79,81",1
"5668","17839",69,"   14,0",4,"   2,514","0,006","1","1","  173,47",4
"5669","17888",63,"   94,9",0,"   2,180","0,225","0,14","0,425","  137,34",0
"5670","17890",32,"   87,9",0,"   2,507","0,225","0,14","0,425","   80,22",0
"5671","17943",76,"    2,7",12,"   3,660","0,017","1","1","  278,16",12
"5672","17945",42,"    0,0",0,"   3,330","0,011","1","1","  139,86",12
"5673","17165",0,"   69,4",0,"   0,540","1","1","0,011","    0,00",0
"5674","17174",0,"   93,7",0,"   0,620","1","1","0,021","    0,00",0
"5675","17239",7,"    0,0",0,"  11,840","0,052","1","1","   82,88",12
"5676","17240",0,"    0,0",0,"   2,380","0,033","1","1","    0,00",12
"5677","17251",44,"   12,6",3,"   5,110","0,031","1","1","  224,84",3
"5678","17253",53,"    7,8",6,"   6,590","0,123","1","1","  349,27",6
"5679","17290",0,"    0,0",0,"   4,770","0,207","0,177","0,262","    0,00",12
"5680","17535",178,"  232,3",0,"   1,560","0,202","0,129","0,182","  277,68",0
"5681","17542",400,"    0,0",0,"   1,027","1","1","0,003","  410,73",12
"5682","17660",80,"   68,9",1,"  17,826","0,2","0,195","0,325"," 1426,06",1
"5683","17681",0,"    4,1",0,"  26,440","0,027","1","1","    0,00",0
"5684","17685",9,"    1,0",9,"  27,170","0,014","1","1","  244,53",9
"5685","17759",156,"   19,2",8,"   2,891","0,018","1","1","  450,99",8
"5686","17768",7,"   23,1",0,"   0,637","0,092","1","1","    4,46",0
"5687","17797",20,"   13,6",1,"   5,710","0,006","1","1","  114,20",1
"5688","17813",0,"    0,0",0,"   3,834","0,015","1","1","    0,00",12
"5689","17814",9,"   13,9",0,"   3,839","0,015","1","1","   34,55",0
"5690","17840",23,"    7,5",3,"   3,209","0,006","1","1","   73,81",3
"5691","17865",40,"   26,7",1,"   3,528","0,006","1","1","  141,12",1
"5692","17870",0,"    0,0",0,"   4,504","0,016","1","1","    0,00",12
"5693","17802",21,"    5,9",3,"   3,870","0,02","1","1","   81,27",3
"5694","17832",12,"   16,7",0,"   4,567","0,015","1","1","   54,81",0
"5695","17837",0,"    0,0",0,"   2,070","0,001","0","0","    0,00",12
"5696","17841",24,"   13,4",1,"   3,654","0,001","1","1","   87,70",1
"5697","17852",15,"   26,0",0,"   1,819","0,01","1","1","   27,28",0
"5698","17853",57,"   25,3",2,"   1,167","0,001","1","1","   66,51",2
"5699","17862",22,"   12,0",1,"   3,045","0,007","1","1","   66,98",1
"5700","17871",108,"   19,7",5,"   4,576","0,015","1","1","  494,21",5
"5701","17889",49,"  123,2",0,"   2,950","0,225","0,14","0,425","  144,55",0
"5702","17941",63,"    7,2",8,"   2,149","0,004","1","1","  135,36",8
"5703","17942",0,"   10,2",0,"   2,227","0,004","1","1","    0,00",0
"5704","17944",45,"   17,9",2,"   5,040","0,011","1","1","  226,80",2
"5705","17948",17,"    5,0",3,"   5,501","0,001","1","1","   93,52",3
"5706","17966",15,"   10,0",1,"   0,758","0,004","1","1","   11,37",1
"5707","18006",16,"    0,0",0,"   3,670","0,028","1","1","   58,72",12
"5708","18009",31,"   25,0",1,"   5,610","0,17","0,16","0,11","  173,91",1
"5709","18086",0,"    0,0",0,"   3,552","0,042","1","1","    0,00",12
"5710","18089",0,"    0,0",0,"   4,804","0,057","1","1","    0,00",12
"5711","18167",36,"   57,3",0,"   0,660","0,002","1","1","   23,76",0
"5712","18174",12,"    0,0",0,"   0,583","0,002","1","1","    6,99",12
"5713","17856",131,"   32,3",4,"   1,083","0,001","1","1","  141,94",4
"5714","17866",25,"   36,4",0,"   3,208","0,006","1","1","   80,20",0
"5715","17879",207,"  171,6",1,"   1,560","0,202","0,129","0,182","  322,92",1
"5716","17891",59,"  129,0",0,"   2,490","0,225","0,14","0,425","  146,91",0
"5717","17938",42,"    1,0",12,"   3,400","1","1","0,016","  142,80",12
"5718","17946",23,"    0,0",0,"   5,140","0,001","1","1","  118,22",12
"5719","17949",0,"    0,0",0,"   3,680","0,005","1","1","    0,00",12
"5720","17953",15,"    0,0",0,"   1,790","0,008","1","1","   26,85",12
"5721","18001",82,"   49,0",1,"   3,385","0,014","1","1","  277,53",1
"5722","18090",0,"    0,0",0,"   4,130","0,057","1","1","    0,00",12
"5723","18091",0,"    0,0",0,"   4,330","0,057","1","1","    0,00",12
"5724","18133",101,"    7,5",12,"   3,078","0,003","1","1","  310,92",12
"5725","18135",4,"   10,7",0,"   3,460","0,005","1","1","   13,84",0
"5726","18170",22,"    1,9",11,"   2,020","0,006","1","1","   44,44",11
"5727","18176",10,"   14,0",0,"   1,170","0,033","1","1","   11,70",0
"5728","18178",7,"    9,1",0,"   3,460","0,005","1","1","   24,22",0
"5729","18180",6,"    2,3",2,"   0,370","0,002","1","1","    2,22",2
"5730","18186",0,"    0,0",0,"   0,370","0,002","1","1","    0,00",12
"5731","18188",37,"    1,7",12,"   0,370","0,002","1","1","   13,69",12
"5732","18196",95,"   22,0",4,"   1,630","0,028","1","1","  154,85",4
"5733","18276",12,"    7,1",1,"  27,660","0,067","1","1","  331,92",1
"5734","18282",12,"    1,0",12,"  18,330","0,021","1","1","  219,96",12
"5735","18285",7,"    0,0",0,"  25,200","0,057","1","1","  176,40",12
"5736","18287",15,"    5,0",3,"  27,780","0,051","1","1","  416,70",3
"5737","18288",11,"    2,7",4,"  17,729","0,04","1","1","  195,02",4
"5738","18294",7,"    1,0",7,"  18,830","0,006","1","1","  131,81",7
"5739","18341",0,"    0,0",0,"   4,770","0,07","1","1","    0,00",12
"5740","18343",0,"    0,0",0,"   0,774","0,039","1","1","    0,00",12
"5741","18348",20,"    0,0",0,"   0,566","0,083","1","1","   11,32",12
"5742","18374",5,"   20,1",0,"   2,130","1","1","0,008","   10,65",0
"5743","18379",11,"    0,0",0,"  11,114","1","1","0,035","  122,25",12
"5744","18380",0,"   27,3",0,"  10,118","1","1","0,033","    0,00",0
"5745","18422",105,"  138,4",0,"   1,987","0,4","0,39","0,27","  208,64",0
"5746","18467",192,"    0,0",0,"   1,430","0,2","0,093","0,162","  274,56",12
"5747","18524",21,"  544,4",0,"   0,532","0","0","0","   11,17",0
"5748","18528",21,"  696,0",0,"   0,522","0","0","0","   10,97",0
"5749","18648",132,"  114,8",1,"   1,920","0,265","0,064","0,193","  253,42",1
"5750","18694",0,"    0,0",0,"   0,430","1","1","0,007","    0,00",12
"5751","18776",0,"    0,0",0,"   2,190","0,05","1","1","    0,00",12
"5752","18778",0,"    0,0",0,"   0,610","0,04","1","1","    0,00",12
"5753","18781",0,"    0,0",0,"   3,550","0,068","1","1","    0,00",12
"5754","18798",10,"    0,0",0,"   3,551","0,031","1","1","   35,51",12
"5755","18468",144,"    0,0",0,"   1,437","0,2","0,093","0,162","  206,95",12
"5756","18526",18,"  123,9",0,"   0,000","0","0","0","    0,00",0
"5757","18650",147,"   58,6",2,"   2,245","0,265","0,064","0,193","  330,08",2
"5758","18653",556,"  630,0",0,"   5,338","0,287","0,074","0,074"," 2967,93",0
"5759","18660",51,"   84,3",0,"   3,568","0,292","0,192","0,068","  181,97",0
"5760","18693",0,"    0,0",0,"   0,430","1","1","0,007","    0,00",12
"5761","18695",0,"    0,0",0,"   0,430","1","1","0,007","    0,00",12
"5762","18696",1,"  284,0",0,"   0,380","1","1","0,006","    0,38",0
"5763","18697",21,"  220,6",0,"   0,380","1","1","0,006","    7,98",0
"5764","18779",42,"    0,0",0,"   1,210","0,054","1","1","   50,82",12
"5765","18782",32,"    1,0",12,"   3,810","0,073","1","1","  121,92",12
"5766","18788",22,"    0,0",0,"  16,630","0,049","1","1","  365,86",12
"5767","18792",10,"    0,0",0,"  17,090","0,084","1","1","  170,90",12
"5768","18794",17,"    0,0",0,"   1,880","0,05","1","1","   31,96",12
"5769","18799",63,"    0,0",0,"   1,850","0,015","1","1","  116,55",12
"5770","18862",9,"    1,0",9,"   9,410","0,009","1","1","   84,69",9
"5771","18961",260,"  136,1",1,"   2,060","0,183","0,21","0,405","  535,60",1
"5772","18964",84,"   80,1",1,"   1,700","0,19","0,09","0,11","  142,80",1
"5773","19098",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"5774","18444",18,"   46,8",0,"   4,690","0,185","0,281","0,281","   84,42",0
"5775","18462",64,"    1,0",12,"   7,164","0,135","0,272","0,21","  458,52",12
"5776","18469",120,"    0,0",0,"   0,240","1","1","0,006","   28,80",12
"5777","18525",11,"  566,8",0,"   0,522","0","0","0","    5,74",0
"5778","18659",51,"   58,9",0,"   2,710","0,136","0,1","0,1","  138,21",0
"5779","18698",3,"  207,3",0,"   0,380","1","1","0,006","    1,14",0
"5780","18705",201,"   74,1",2,"   2,760","0,223","0,166","0,327","  554,76",2
"5781","18780",5,"    0,0",0,"   6,130","0,127","1","1","   30,65",12
"5782","18783",127,"    0,0",0,"   5,180","0,034","1","1","  657,86",12
"5783","18785",0,"    0,0",0,"   5,790","0,105","1","1","    0,00",12
"5784","18790",6,"    0,0",0,"   7,610","0,033","1","1","   45,66",12
"5785","18795",0,"    0,0",0,"   1,650","0,065","1","1","    0,00",12
"5786","18805",77,"    0,0",0,"   1,556","0,026","1","1","  119,81",12
"5787","18863",27,"    5,6",4,"   9,991","0,007","1","1","  269,75",4
"5788","18952",6,"    0,0",0,"  10,000","0","0","0","   60,00",12
"5789","18959",11,"    0,0",0,"   5,050","0,11","0,18","0,24","   55,55",12
"5790","18965",324,"   71,0",4,"   1,730","0,214","0,097","0,14","  560,52",4
"5791","19076",3,"    4,0",0,"  16,240","0,03","1","1","   48,72",0
"5792","19131",20,"   41,8",0,"   2,514","0","0","0","   50,28",0
"5793","19403",20,"  531,6",0,"   0,350","0","0","0","    7,00",0
"5794","18280",14,"    2,0",6,"  12,078","0,007","1","1","  169,09",6
"5795","18283",27,"    5,1",5,"  26,754","0,048","1","1","  722,35",5
"5796","18286",11,"    0,0",0,"  27,753","0,045","1","1","  305,29",12
"5797","18289",9,"    4,8",1,"  10,564","0,009","1","1","   95,07",1
"5798","18291",11,"    3,4",3,"  19,910","0,037","1","1","  219,01",3
"5799","18336",65,"   31,8",2,"   1,721","0,07","1","1","  111,88",2
"5800","18347",52,"    0,0",0,"   0,652","0,083","1","1","   33,92",12
"5801","18398",21,"    2,4",8,"   3,460","0,02","1","1","   72,66",8
"5802","18445",0,"    0,0",0,"   4,680","0,185","0,281","0,281","    0,00",12
"5803","18449",71,"   86,6",0,"   2,520","0,12","0,128","0,178","  178,92",0
"5804","18457",144,"  231,5",0,"   1,040","0,085","0,195","0,23","  149,76",0
"5805","18460",144,"  176,2",0,"   1,060","0,085","0,195","0,23","  152,64",0
"5806","18495",78,"   75,6",1,"   2,396","0,3","0,194","0,246","  186,90",1
"5807","18529",29,"  866,0",0,"   0,520","0","0","0","   15,08",0
"5808","18530",18,"  988,4",0,"   0,525","0","0","0","    9,45",0
"5809","18531",11,"  443,1",0,"   0,688","0","0","0","    7,57",0
"5810","18647",93,"  107,4",0,"   2,773","0,26","0,062","0,186","  257,86",0
"5811","18649",163,"  128,7",1,"   2,495","0,29","0,1","0,2","  406,73",1
"5812","18661",313,"  344,8",0,"   2,111","0,205","0,053","0,053","  660,61",0
"5813","18674",0,"    0,0",0,"   4,040","0,234","0,155","0,346","    0,00",12
"5814","19118",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"5815","19132",55,"   23,8",2,"   2,514","0","0","0","  138,28",2
"5816","19255",1,"   31,4",0,"   3,600","0","0","0","    3,60",0
"5817","19258",0,"   45,7",0,"   1,893","0","0","0","    0,00",0
"5818","19407",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"5819","19513",0,"    0,0",0,"   1,892","0","0","0","    0,00",12
"5820","19524",53,"   49,4",1,"   0,690","0,16","0,08","0,41","   36,55",1
"5821","19528",9,"   18,6",0,"   3,750","0,08","0,3","0,37","   33,75",0
"5822","19537",23,"   42,4",0,"   2,935","0,12","0,14","0,22","   67,50",0
"5823","19539",204,"    1,0",12,"   2,560","0,11","0,215","0,145","  522,24",12
"5824","19544",147,"   17,8",8,"   2,654","0,12","0,21","0,15","  390,14",8
"5825","19645",0,"  121,3",0,"   1,550","0,08","0,1","0,1","    0,00",0
"5826","19701",210,"   26,7",7,"   0,720","0,073","1","1","  151,20",7
"5827","19705",27,"    3,9",6,"   0,450","0,057","1","1","   12,15",6
"5828","19803",16,"   22,6",0,"   2,670","0,004","1","1","   42,72",0
"5829","19804",28,"   24,2",1,"   2,710","0,004","1","1","   75,88",1
"5830","19808",34,"   17,1",1,"   2,660","0,002","1","1","   90,44",1
"5831","19810",28,"   17,3",1,"   2,670","0,002","1","1","   74,76",1
"5832","19815",128,"    9,1",12,"   2,140","0,02","1","1","  273,97",12
"5833","19816",26,"   17,3",1,"   2,153","0,02","1","1","   55,99",1
"5834","19894",0,"    0,0",0,"   1,390","0,005","1","1","    0,00",12
"5835","19408",0,"    0,0",0,"   1,000","0","0","0","    0,00",12
"5836","19512",23,"  769,1",0,"   1,000","0","0","0","   23,00",0
"5837","19518",20,"  720,7",0,"   0,537","0","0","0","   10,74",0
"5838","19525",17,"   23,4",0,"   0,680","0,16","0,08","0,41","   11,56",0
"5839","19534",71,"   28,8",2,"   2,655","0,114","0,15","0,22","  188,50",2
"5840","19538",77,"   25,2",3,"   2,923","0,114","0,214","0,142","  225,07",3
"5841","19553",381,"  188,6",2,"   1,001","0,027","1","1","  381,44",2
"5842","19604",0,"    0,0",0,"   0,778","0","0","0","    0,00",12
"5843","19626",0,"    0,0",0,"   6,111","0,014","1","1","    0,00",12
"5844","19628",0,"    0,0",0,"   6,111","0,014","1","1","    0,00",12
"5845","19702",182,"   11,3",12,"   1,020","0,094","1","1","  185,64",12
"5846","19707",201,"    0,0",0,"   0,740","0,04","1","1","  148,74",12
"5847","19734",0,"    2,3",0,"   3,820","0,016","1","1","    0,00",0
"5848","19759",0,"    0,0",0,"   1,875","0","0","0","    0,00",12
"5849","19776",0,"    0,0",0,"   1,760","0,03","1","1","    0,00",12
"5850","19791",20,"    9,0",2,"   3,870","0,021","1","1","   77,40",2
"5851","19822",56,"    0,0",0,"   1,197","0,014","1","1","   67,04",12
"5852","19865",32,"    1,0",12,"   8,505","1","1","0,042","  272,15",12
"5853","19870",36,"    0,0",0,"   1,210","1","1","0,004","   43,56",12
"5854","19892",0,"    0,0",0,"   1,240","0,021","1","1","    0,00",12
"5855","18804",0,"    0,0",0,"   3,000","0,041","1","1","    0,00",12
"5856","19023",73,"  833,6",0,"   1,200","0","0","0","   87,60",0
"5857","19075",4,"    0,0",0," 149,600","0,024","1","1","  598,40",12
"5858","19119",0,"   11,1",0,"   0,000","0","0","0","    0,00",0
"5859","19140",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"5860","19225",0,"    0,0",0,"   0,290","0","0","0","    0,00",12
"5861","19259",0,"   33,4",0,"   1,875","0","0","0","    0,00",0
"5862","19278",23,"   15,8",1,"   0,865","0","0","0","   19,90",1
"5863","19280",25,"   43,9",0,"   0,000","0,027","1","1","    0,00",0
"5864","19357",4,"    0,0",0,"  15,000","0","0","0","   60,00",12
"5865","19523",7,"   18,0",0,"   0,560","0,16","0,08","0,41","    3,92",0
"5866","19526",29,"   22,7",1,"   0,800","0,16","0,08","0,41","   23,20",1
"5867","19527",32,"   42,2",0,"   0,677","0,16","0,08","0,41","   21,65",0
"5868","19529",408,"  126,9",3,"   1,080","0,19","0,08","0,19","  440,64",3
"5869","19540",52,"   73,4",0,"   2,740","0,11","0,145","0,215","  142,48",0
"5870","19541",122,"   21,9",5,"   2,919","0,11","0,15","0,22","  356,12",5
"5871","19543",114,"   28,3",4,"   2,641","0,11","0,22","0,14","  301,07",4
"5872","19627",0,"    0,0",0,"   6,111","0,014","1","1","    0,00",12
"5873","19690",62,"   96,6",0,"   0,900","0,034","1","1","   55,80",0
"5874","19698",1,"   20,1",0,"   1,190","0,011","1","1","    1,19",0
"5875","19703",12,"   15,7",0,"   1,790","0,096","1","1","   21,48",0
"5876","19895",62,"  152,6",0,"   1,020","0,023","1","1","   63,24",0
"5877","19955",26,"    1,0",12,"   7,690","0,037","1","1","  199,94",12
"5878","20027",0,"   10,0",0,"   5,593","0,021","1","1","    0,00",0
"5879","20029",7,"    8,0",0,"   6,240","0,021","1","1","   43,68",0
"5880","20032",16,"   14,3",1,"   5,570","0,021","1","1","   89,12",1
"5881","20036",34,"    0,0",0,"   5,360","0,021","1","1","  182,24",12
"5882","20042",73,"    0,0",0,"   8,110","0,03","1","1","  592,03",12
"5883","20046",66,"    0,0",0,"   8,110","0,03","1","1","  535,26",12
"5884","20087",7,"    0,0",0,"   3,864","0","0","0","   27,05",12
"5885","20089",9,"   18,2",0,"   4,250","0","0","0","   38,25",0
"5886","20146",150,"   22,8",6,"   0,690","0,041","1","1","  103,50",6
"5887","20151",0,"    0,0",0,"   1,815","0","0","0","    0,00",12
"5888","20155",1,"   14,9",0,"   7,030","0,025","0,1","1","    7,03",0
"5889","20158",6,"    0,0",0,"   6,990","0,025","0,1","1","   41,94",12
"5890","20163",6,"    0,0",0,"   6,990","0,025","0,1","1","   41,94",12
"5891","20164",0,"    0,0",0,"   1,430","0,001","0,1","1","    0,00",12
"5892","20179",0,"    0,0",0,"   2,690","0,047","1","1","    0,00",12
"5893","20190",63,"   17,7",3,"   6,103","0,01","1","1","  384,50",3
"5894","20229",12,"    0,0",0,"   0,830","0,002","1","1","    9,96",12
"5895","20286",2,"    1,0",2,"   4,245","0","0","0","    8,49",2
"5896","20345",0,"    0,0",0,"   2,300","10,6","15","10","    0,00",12
"5897","20372",22,"   23,8",0,"   0,830","0,001","1","1","   18,26",0
"5898","20373",18,"    0,0",0,"   1,515","0,003","1","1","   27,27",12
"5899","20430",35,"   96,9",0,"   1,090","0,12","0,198","0,395","   38,15",0
"5900","20510",29,"   13,3",2,"   2,220","0,02","1","1","   64,38",2
"5901","20552",88,"    3,4",12,"   2,680","0,31","0,4","0,6","  235,84",12
"5902","20555",68,"    0,0",0,"   2,090","0,22","0,19","0,14","  142,12",12
"5903","20557",60,"    5,1",11,"   2,090","0,22","0,19","0,14","  125,40",11
"5904","20561",96,"    0,0",0,"   1,110","0,12","0,16","0,21","  106,56",12
"5905","20618",16,"    0,0",0,"   1,580","0,21","0,14","0,46","   25,28",12
"5906","20628",48,"   41,1",1,"   0,990","0,05","0,06","0,24","   47,52",1
"5907","20631",15,"    8,6",1,"   0,990","0,05","0,06","0,24","   14,85",1
"5908","20637",24,"    0,0",0,"   1,470","0,11","0,15","0,29","   35,28",12
"5909","20641",23,"   20,1",1,"   1,490","0,06","0,15","0,15","   34,27",1
"5910","20645",29,"    0,0",0,"   1,600","0,11","0,14","0,18","   46,40",12
"5911","20713",128,"    1,0",12,"   1,570","0,04","0,027","0,008","  200,96",12
"5912","20719",318,"    1,0",12,"   0,430","0,039","0,03","0,008","  136,74",12
"5913","20723",76,"  151,6",0,"   0,900","0,039","0,03","0,008","   68,40",0
"5914","20724",129,"  137,4",0,"   0,900","0,039","0,03","0,008","  116,10",0
"5915","20728",54,"   78,0",0,"   1,530","0,039","0,03","0,015","   82,62",0
