sku;Produto;Descricao Curta;Tipo Produto;pvp;PC_medio;Descontinuado;Fornecedor;Localizacao Criacao;Peso Bruto;Altura;Largura;Comprimento
10092;Periquita t 750ml;Periquita t 750ml;Normal;11;3,669738;FALSO;JOSE MARIA FONSECA - VINHOS S.A;POPUP;7,8;0,336;0,154;0,226
10093;Pimentao doce margao 50gr;Pimentao doce 50gr margao;Normal;1,8;0,897976;FALSO;RECHEIO S.A.;POPUP;0,02;0;0;0
10094;Planalto Douro  B 750Ml;Planalto Douro;Normal;10;3,604347;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0,014;1;1;0,013
10095;Pota gigante em caldeirada 120gr ramirez;Pota gigante em caldeirad;Normal;3,95;1,98;FALSO;RAMIREZ & Cª(FILHOS), S.A.;POPUP;0,176;0,16;0,45;0,35
10097;Porto Ferreira D.Antonia 750Ml;Porto Ferreira D. Antonia;Normal;23,5;10,37;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0;0;0;0
10099;Porto Ferreira Duque Braganca 20 Anos 750Ml;Porto D. Braganca 20 Anos;Normal;85;37,04;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0,015;0;0;0
10100;Porto Ferreira Tawny 750Ml;Porto Ferreira Tawny;Normal;17;6,21;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0,013;1;1;0,014
10101;Porto Offley Tawny 750Ml;Porto Offley Tawny;Normal;17;5,95;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0,013;1;1;0,013
10102;Pratos Nobre - Chispalhada Com Feijao;Pratos Nobre - Chispalhad;Normal;3,3;1,62;FALSO;NOBRE, INDUSTRIAS CARNES NOBRE, S.A;POPUP;3,04;0,111;0,159;0,239
10103;Pratos nobre - chourico feijao;Pratos Nobre - Chourico C;Normal;3,3;1,62;FALSO;NOBRE, INDUSTRIAS CARNES NOBRE, S.A;POPUP;3,04;0,111;0,159;0,239
10104;Pratos Nobre - Dobrada Com Feijao Branco;Pratos Nobre - Dobrada;Normal;4,4;2,161;FALSO;NOBRE, INDUSTRIAS CARNES NOBRE, S.A;POPUP;3,04;0,111;0,159;0,239
10105;Pratos Nobre - Mao De Vaca C/ Grao Lata;Pratos Nobre - Mao De Vac;Normal;4,4;2,200134;FALSO;NOBRE, INDUSTRIAS CARNES NOBRE, S.A;POPUP;3,04;0,111;0,159;0,239
10106;Quinta Azevedo B 750Ml;Quinta Azevedo B;Normal;13,2;4,48;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0,014;1;1;0,014
10107;Quinta Da Bacalhoa T 750Ml;Quinta Da Bacalhoa;Normal;35;14,832326;FALSO;BACALHOA  VINHOS PORTUGAL;POPUP;8,4;0,319;0,166;0,249
10109;Quinta da Leda Douro T 750Ml;Quinta Da Leda Douro T;Normal;79;35,368382;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0,014;0;0;0
10110;Quinta Dos Carvalhais Colheita Tinto 750Ml;Quinta Dos Carvalhais 750;Normal;23,75;10,838;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0,014;1;1;0,015
10111;Espumante raposeira res doce 750ml;Raposeira Reserva Doce;Normal;17;6,078658;FALSO;RECHEIO S.A.;POPUP;4,915;0,104;0,233;0,33
10112;Espumante raposeira res meio seco 750ml;Raposeira reserva meio se;Normal;17;6,054011;FALSO;RECHEIO S.A.;POPUP;4,915;0,104;0,233;0,33
10113;Raposeira Reserva bruto 750Ml;Raposeira Reserva Seco;Normal;17,5;6,382;FALSO;RECHEIO S.A.;POPUP;4,915;0,104;0,233;0,33
10119;Salsichas frankfurt nobre lata 8un;Salsichas frankfurt nobre;Normal;1,65;0,836845;FALSO;NOBRE, INDUSTRIAS CARNES NOBRE, S.A;POPUP;5,09;0,103;0,235;0,315
10120;Sardinha tomate 125gr ramirez;Sardinha tomate 125gr ram;Normal;1,7;0,84;FALSO;RAMIREZ & Cª(FILHOS), S.A.;POPUP;0,14;0,14;0,43;0,315
10121;Sardinha oleo 125gr ramirez;Sardinha oleo 125gr ramir;Normal;1,75;0,859053;FALSO;RAMIREZ & Cª(FILHOS), S.A.;POPUP;0,14;0,14;0,43;0,315
10122;Sardinha picante 125gr ramirez;Sardinha picante 125gr r;Normal;1,85;0,915461;FALSO;RAMIREZ & Cª(FILHOS), S.A.;POPUP;4,6;0,14;0,43;0,315
10124;Sumol ananas 330ml;Sumol Ananas 330 Ml;Normal;0,75;0,35492;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;8,98;0,397;0,116;0,265
10125;Sumol ananas 1500ml;Sumol Ananas 1500 Ml;Normal;2,9;1,294804;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;9,6;0,276;0,329;0,184
10126;Sumol laranja 330ml;Sumol Laranja 330 Ml;Normal;0,75;0,355738;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;8,98;0,397;0,116;0,265
10127;Sumol laranja 1500ml;Sumol Laranja 1500 Ml;Normal;2,9;1,30026;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;9,6;0,276;0,329;0,184
10132;Cerveja super bock bottle 330ml;Cerveja super bock bottle;Normal;1,55;1,333333;FALSO;IGAL UNIPESSOAL LDA;LOJA;0;0;0;0
10134;Cerveja super bock bottle stout 330ml;Cerveja super bock bottle;Normal;1,75;1,354167;FALSO;IGAL UNIPESSOAL LDA;LOJA;0;0;0;0
10202;Cachaca 51 1l;Cachaca 51 1l;Normal;31;5,757191;FALSO;RECHEIO S.A.;POPUP;7,1;0,32;0,2;0,3
10203;Caves Velhas Touriga Nacional Reserva 750Ml;Caves Velhas Dao Juta;Normal;19,95;7,45;FALSO;ENOPORT - EXP BEBIDAS S. A;POPUP;0;0,305;0,18;0,265
10209;Monte Velho B 750 Ml;Monte Velho B;Normal;10;4,001538;FALSO;ESPORAO S.A;POPUP;0,012;0;0;0
10213;Azeite andorinha lata 1l;Azeite andorinha lata 1l;Normal;13,8;6,955673;FALSO;SOVENA PORTUGAL - CONSUMER GOODS S.A.;POPUP;17,5;0,295;0,26;0,356
10224;Atum picante 125gr ramirez;Atum picante 125gr ramire;Normal;2,65;1,288764;FALSO;RAMIREZ & Cª(FILHOS), S.A.;POPUP;0,135;0,14;0,43;0,315
10225;Atum posta oleo 125gr ramirez;Atum posta oleo 125gr ram;Normal;2,45;1,24368;FALSO;RAMIREZ & Cª(FILHOS), S.A.;POPUP;0,135;0,14;0,43;0,315
10226;Salsichas Aves Nobre;Salsichas Aves Nobre;Normal;1,65;0,734593;FALSO;NOBRE, INDUSTRIAS CARNES NOBRE, S.A;POPUP;0,42;0,101;0,075;0,075
10235;Camillo alves t bib 5l 11%;Camillo alves t bib 5l 11;Normal;27;6,94888;FALSO;ENOPORT - EXP BEBIDAS S. A;POPUP;21,2;0,235;0,143;0,185
10236;Camillo alves b bib 5l 11%;Camillo alves b bib 5l 11;Normal;26;5,9925;FALSO;ENOPORT - EXP BEBIDAS S. A;POPUP;21,2;0,235;0,143;0,185
10237;Quinta Dos Carvalhais Dao Touriga 750Ml;Quinta Dos Carvalhais Tou;Normal;34,9;14,51;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0,013;0;0;0
10243;Cerveja sagres 330ml;Cerveja sagres 330ml;Normal;1,65;1,333333;FALSO;DAYA MARKETING;POPUP;13,423;0,228;0,246;0,364
10246;Cerveja sagres mini 250ml;Cerveja sagres mini 250ml;Normal;1,4;1,125;FALSO;DAYA MARKETING;POPUP;10,38;0,18;0,242;0,363
10259;Nesquik 800Gr;Nesquik 800Gr;Normal;11,8;5,83;FALSO;RECHEIO S.A.;POPUP;0,011;0;0;0
10261;Compal nectar pessego grf 200ml;Compal nectar pessego grf;Normal;0,85;0,376419;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;11;0,155;0,31;0,365
10262;Compal nectar manga grf 200ml;Compal nectar manga grf 2;Normal;0,85;0,376414;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;11;0,155;0,31;0,365
10263;Compal nectar pera grf 200ml;Compal nectar pera grf 20;Normal;0,85;0,372684;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;11;0,155;0,31;0,365
10265;Cevada pensal 200gr;Pensal 200G;Normal;5,25;2,545;FALSO;RECHEIO S.A.;POPUP;0;1;1;0,019
10274;Aguardente fim de seculo 700ml;Aguardente Fim De Seculo;Normal;34;9,47;FALSO;ENOPORT - EXP BEBIDAS S. A;POPUP;10,9;0,323;0,32;0,22
10286;Vinha Do Monte T 750Ml;Vinha Do Monte T;Normal;11,9;3,45;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0;1;1;0,013
10288;Azeite Os Maduro 250Ml;Azeite Os Maduro 250Ml;Normal;4,6;2,389697;FALSO;SOVENA PORTUGAL - CONSUMER GOODS S.A.;POPUP;5,7;0,23;0,172;0,234
10289;Azeite Os Ouro 250Ml;Azeite Os Ouro 250Ml;Normal;4,5;2,19;FALSO;SOVENA PORTUGAL - CONSUMER GOODS S.A.;POPUP;5,7;0,23;0,172;0,234
10290;Azeite os tradicao 750ml;Azeite Os Tradicao 750Ml;Normal;8,25;4,326539;FALSO;SOVENA PORTUGAL - CONSUMER GOODS S.A.;POPUP;13,8;0,295;0,236;0,319
10292;Vinagre balsamico os 250ml;Vinagre Balsamico Os;Normal;3;1,444;FALSO;SOVENA PORTUGAL - CONSUMER GOODS S.A.;POPUP;5,7;0,23;0,172;0,234
10293;Vinagre branco os 250ml;Vinagre Branco Os;Normal;2,25;1,071;FALSO;SOVENA PORTUGAL - CONSUMER GOODS S.A.;POPUP;5,7;0,23;0,172;0,234
10311;Esporao Private Selection Branco 750Ml;Esporao P. Selection B;Normal;31,35;12,98;FALSO;ESPORAO S.A;POPUP;0,014;1;1;0,013
10314;Vinha Da Defesa B 750Ml;Vinha Da Defesa B;Normal;14;5,19;FALSO;ESPORAO S.A;POPUP;0;1;1;0,013
10315;Vinha Da Defesa T 750Ml;Vinha Da Defesa T;Normal;14;5,107;FALSO;ESPORAO S.A;POPUP;0,013;0;0;0
10321;Monte Velho T Xl 1,5L;Monte Velho T Xl;Normal;24,9;8,116875;FALSO;ESPORAO S.A;POPUP;0,018;0;0;0
10324;Feijao preto compal 845gr;Feijao Preto Compal 845g;Normal;2,5;1,08409;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;23,9;0,25;0,315;0,42
10325;Feijao encarnado compal 845g;Feijao Enc. Compal 845g;Normal;2,5;1,447135;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;23,9;0,25;0,315;0,42
10327;Polpa Tomate Compal 1Lt;Polpa T Compal 1L;Normal;3,5;1,548;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;8,83;0,28;0,252;0,185
10328;Esporao reserva branco 750ml;Esporao Reserva B;Normal;20,6;7,691;FALSO;ESPORAO S.A;POPUP;0,014;1;1;0,013
10335;Cabeca de Toiro T 750Ml;Cabeca de Toiro T;Normal;17,5;5,555745;FALSO;ENOPORT - EXP BEBIDAS S. A;POPUP;9;0,32;0,168;0,255
10337;Compal vital frutos vermelhos 1l;Compal vital frutos verme;Normal;2,8;1,251143;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;13,32;0,295;0,255;0,3
10340;Compal nectar pessego 1l;Compal nectar pessego 1l;Normal;2,55;1,101013;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;13,32;0,295;0,255;0,3
10341;Polpa Tomate Compal 500Ml;Polpa T Compal 500Ml;Normal;1,75;0,830569;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;9,22;0,288;0,2;0,217
10342;Feijao preto compal 410gr;Feijao preto compal 410gr;Normal;1,5;0,673257;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;12,48;0,225;0,24;0,305
10343;Feijao manteiga compal 410gr;Feijao manteiga compal 41;Normal;1,5;0,668431;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;12,48;0,225;0,24;0,305
10344;Compal nectar ananas grf 200ml;Compal nectar ananas grf;Normal;0,85;0,373737;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;11;0,155;0,31;0,365
10346;Compal nectar tutti frutti grf 200ml;Compal nectar tutti frutt;Normal;0,85;0,373901;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;11;0,155;0,31;0,365
10347;Compal nectar maracuja grf 200ml;Compal nectar maracuja gr;Normal;0,85;0,425289;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;11;0,155;0,31;0,365
10348;Grao Compal 410Gr;Grao Compal 410Gr;Normal;1,8;0,775815;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;12,48;0,225;0,24;0,305
10349;Grao Compal 845Gr;Grao Compal 845G;Normal;2,9;1,373;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;23,9;0,25;0,315;0,42
10350;Feijao encarnado compal 410gr;Feijao encarnado compal 4;Normal;1,5;0,698607;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;12,48;0,225;0,24;0,305
10351;Feijao branco compal 410gr;Feijao branco compal 410g;Normal;1,5;0,679;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;12,48;0,225;0,24;0,305
10352;Feijao frade compal 845g;Feijao Frade Compal 845g;Normal;3,3;1,142;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;23,9;0,25;0,315;0,42
10353;Feijao manteiga compal 845g;Feijao Mant. Compal 845g;Normal;2,5;1,169;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;23,9;0,25;0,315;0,42
10354;Feijao branco compal 845g;Feijao Branco Compal 845g;Normal;2,5;1,087;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;23,9;0,25;0,315;0,42
10355;Compal nectar tutti frutti 1l;Compal nectar tutti frutt;Normal;2,6;1,238319;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;13,32;0,295;0,255;0,3
10356;Feijao frade compal 410gr;Feijao frade compal 410gr;Normal;1,9;0,69;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;12,48;0,225;0,24;0,305
10359;Monte Anforas Tinto 750Ml;Monte Das Anforas T;Normal;11,2;3,452014;FALSO;BACALHOA  VINHOS PORTUGAL;POPUP;7,5;0,328;0,15;0,225
10362;Serras de Azeitao T 750Ml;Serras De Azeitao T;Normal;10;2,929841;FALSO;BACALHOA  VINHOS PORTUGAL;POPUP;7,5;0,328;0,15;0,225
10364;Cerelac papa 8 cereais mel 300gr;Cerelac papa 8 cereais me;Normal;4,6;2,325122;FALSO;RECHEIO S.A.;POPUP;3,42;0,102;0,128;0,284
10370;Iogolino Alperce;Iogolino Alperce;Normal;5,9;2,66;FALSO;RECHEIO S.A.;POPUP;2,72;0,064;0,3;0,4
10371;Iogolino banana;Iogolino Banana;Normal;5,9;2,66;FALSO;RECHEIO S.A.;POPUP;2,72;0,064;0,3;0,4
10372;Iogolino morango;Iogolino Morango;Normal;5,9;2,66;FALSO;RECHEIO S.A.;POPUP;2,72;0,064;0,3;0,4
10381;Porta da Ravessa T 750Ml;Porta Da Ravessa T;Normal;7,9;2,445334;FALSO;ADEGA COOPERATIVA REDONDO C.R.L.;POPUP;7,5;0,33;0,15;0,22
10382;Porta da Ravessa B 750Ml;Porta Da Ravessa B;Normal;7,9;2,41;FALSO;ADEGA COOPERATIVA REDONDO C.R.L.;POPUP;7,5;0,33;0,15;0,22
10385;Real Lavrador T 750ml;Real Lavrador T;Normal;6,9;2,08;FALSO;ADEGA COOPERATIVA REDONDO C.R.L.;POPUP;7,5;0,285;0,157;0,237
10386;Real Lavrador B 750Ml;Real Lavrador Branco 750M;Normal;7,3;2,24;FALSO;ADEGA COOPERATIVA REDONDO C.R.L.;POPUP;7,5;0,285;0,157;0,237
10388;Porto Offley Branco 750Ml;Porto Offley Branco;Normal;17;6,12207;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0,014;1;1;0,013
10410;Mateus Aragones Rose 750Ml;Mateus Aragones Rose;Normal;11,45;3,73;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0,013;1;1;0,018
10434;Agua aqua1500ml;Aqua 1500;Normal;0,6;0,375;FALSO;FORTUNA LOROSA'E;POPUP;1,2;0,012;1;1
10454;Pickles vinagre ferbar 345gr;Pickles Ferbar 345Gr;Normal;2,8;1,19;FALSO;RECHEIO S.A.;POPUP;0,012;0;0;0
10493;Bolacha chocolate choco max 125gr;Bolacha cookie chocolate;Normal;1,35;0,68;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;3,6;0,383;0,195;0,219
10495;Bolacha tradicional choco max 125gr;choco max 125gr;Normal;1,35;0,68;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;3,6;0,383;0,195;0,219
10497;Bolacha agua e sal Nacional 125gr;Bolacha Agua Sal Nac 125;Normal;0,9;0,403297;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;3,75;0,413;0,16;0,253
10499;Bolacha maria nacional 200gr;Bolacha Maria Nacional 20;Normal;1,35;0,72;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;6,4;0,41;0,256;0,26
10500;Bolacha torrada nacional 200gr;Bolacha Torrada Nacional;Normal;1,6;0,67458;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;6,4;0,41;0,256;0,26
10501;Massa esparguete nacional 500gr;Esparguete Nacional 500;Normal;1,35;0,63;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;10;0,306;0,276;0,136
10502;Meada Nacional 500Gr;Meada Nacional 500;Normal;2,3;1,02;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;10;0,546;0,346;0,271
10503;Cotovelos Grossos Nacional 500Gr;C Cotovelos Grossos Nacio;Normal;1,85;0,875103;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;10;0,506;0,256;0,221
10504;Massa cotovelos nacional 500gr;Cotovelos Nacional 500G;Normal;1,6;0,755714;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;10;0,511;0,226;0,176
10505;Cotovelinhos Nacional 500Gr;Cotovelinhos Nacional 500;Normal;1,6;0,756255;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;10;0,436;0,261;0,176
10506;Espirais nacional 500gr;Espirais espirais naciona;Normal;1,75;0,67137;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;10;0,511;0,332;0,212
10507;Buzios Nacional 500Gr;Buzios Nacional 500;Normal;1,99;0,996512;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;10;0,364;0,341;0,264
10508;Curvas Riscadas Nacional 500 Gr;Curvas Riscadas Nacional;Normal;1,9;0,914;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;10;0,511;0,356;0,196
10509;Macarrao Riscado Nacional 500 Gr;Macarrao Riscado Nacional;Normal;1,85;0,931917;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;10;0,506;0,246;0,221
10510;Macarrao Grande Riscado 500 Gr;Macarrao Grande Riscado 5;Normal;1,95;1,072069;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;10;0,4;0,395;0,26
10512;Aletria Nacional 500;Aletria Nacional 500;Normal;1,65;0,774069;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;10;0,511;0,221;0,196
10516;Letras Nacional 250G;Letras Nacional 250G;Normal;0,8;0,378711;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;10;0,491;0,216;0,156
10531;Nestum Mel Integral 250Gr;Nestum Mel Integral 250;Normal;4;2,06;FALSO;RECHEIO S.A.;POPUP;5,03;0,215;0,295;0,39
10532;Corn Flakes Nacional 500Gr;Corn Flakes 500G;Normal;4,9;2,69;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;6;0,541;0,288;0,406
10533;Cereais choco max  Nacional 300 gr;Chocomax Nacional;Normal;3,3;1,61;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;4,5;0,396;0,271;0,379
10535;Chooks nacional 300g;Chooks Nacional;Normal;3,2;1,741962;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;4,5;0,396;0,271;0,379
10538;Lagosta Branco 750Ml;Lagosta B;Normal;10,2;3,07;FALSO;ENOPORT - EXP BEBIDAS S. A;POPUP;7,7;0,33;0,23;0,156
10548;Periquita T375Ml;Periquita T375Ml;Normal;6;2,129146;FALSO;JOSE MARIA FONSECA - VINHOS S.A;POPUP;8,3;0,244;0,208;0,28
10549;Porto Offley Lacrima 750Ml;Porto Offley Lacrima;Normal;17;5,85;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0;1;1;0,013
10550;Whisky johnnie walker red label 1l;Whisky johnnie walker red;Normal;37;23,514998;FALSO;E.T.T. EAST TIMOR TRADING;POPUP;0,021;0;0;0
10552;Planalto Douro B 375Ml;Planalto Douro B 2008 375;Normal;7;3,487449;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0,014;1;1;0,015
10553;Brandy macieira 1l;Brandy macieira 1l;Normal;30;6,4;FALSO;RECHEIO S.A.;POPUP;0,015;0;0;0
10554;Porto Ferreira Branco 750 Ml;Porto Ferreira Branco;Normal;17,5;6,210216;FALSO;SOGRAPE ASIA PACIFIC;POPUP;0,013;1;1;0,014
10557;Vermute Martini Bianco 1Lt;Vermute Martini Bianco 1L;Normal;22;10,683;FALSO;RECHEIO S.A.;POPUP;0,027;0;0;0
10558;Whisky johnnie walker black label 750ml;Whisky johnnie walker bla;Normal;47;32,640746;FALSO;E.T.T. EAST TIMOR TRADING;POPUP;0,013;0;0;0
10572;Oleo fula girassol 1l;Oleo fula girassol 1l;Normal;3,95;2,01625;FALSO;SOVENA PORTUGAL - CONSUMER GOODS S.A.;POPUP;0;0,285;0,24;0,4
10574;Oleo frigi soja 1lt;Oleo Frigi Soja 1L;Normal;3,9;1,79554;FALSO;SOVENA PORTUGAL - CONSUMER GOODS S.A.;POPUP;11,56;0,254;0,225;0,305
10578;Azeite Os Tradicao 5L;Azeite Os Tradicao 5L;Normal;63,5;29,592178;FALSO;SOVENA PORTUGAL - CONSUMER GOODS S.A.;POPUP;14,3;0,35;0,137;0,453
10583;Compal nectar manga tp 330ml;Compal nectar manga tp 33;Normal;1;0,486999;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;13,5;0,155;0,37;0,39
10584;Compal nectar tutti frutti tp 330ml;Compal nectar tutti frutt;Normal;1;0,485496;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;13,5;0,155;0,37;0,39
10586;Compal nectar pessego tp 330ml;Compal nectar pessego tp;Normal;1;0,488816;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;POPUP;13,5;0,155;0,37;0,39
10589;Corn flakes 250gr;Corn Flakes 250G;Normal;2,6;1,218;FALSO;CEREALIS INTERNACIONAL S.A.;POPUP;4;0,545;0,224;0,404
11163;Farinha maizena 400gr;Farinha Maizena 350 Gr.;Normal;4,8;2,345122;FALSO;RECHEIO S.A.;LOJA;0;0;0;0
11169;Salsichas Amanhecer  alema n5 250gr;Salsichas Mchef Alema N.5;Normal;3,35;1,60654;FALSO;RECHEIO S.A.;LOJA;7,032;0,15;0,21;0,28
11176;Cogumelos amanhecer laminado 290gr;Cogumelos Amanhecer Lamin;Normal;1,9;0,891575;FALSO;RECHEIO S.A.;LOJA;4,14;0,27;0,2;0,1
11180;Feijao Mchef Frade 850Gr;Feijao Mchef Frade 850Gr;Normal;2,7;1,150727;FALSO;RECHEIO S.A.;LOJA;11,61;0,12;0,3;0,41
11183;Milho conserva mchef 300gr;Milho Conserva Mchef 300G;Normal;1,7;0,86;FALSO;RECHEIO S.A.;LOJA;4,7;0,08;0,26;0,35
11185;Azeitona jm vde inteira 210gr;Azeitona Jm Vde Inteira 3;Normal;2,95;1,379952;FALSO;RECHEIO S.A.;LOJA;6,8;0,12;0,29;0,22
11186;Azeitona jm preta 210gr;Azeitona Jm Preta 350Gr;Normal;2,8;1,3;FALSO;RECHEIO S.A.;LOJA;6,84;0,12;0,3;0,22
11187;Azeitona jm vde recheada 200gr;Azeitona Jm Vde Recheada;Normal;2,8;1,328813;FALSO;RECHEIO S.A.;LOJA;6,84;0,12;0,3;0,22
11188;Azeitona verde descarocada macarico 345gr;Azeitona verde descarocad;Normal;4,45;2,105847;FALSO;RECHEIO S.A.;LOJA;6,7;0,12;0,22;0,295
11200;Salada fruta amanhecer 840gr;Salada fruta amanhecer 84;Normal;4,5;2,15;FALSO;RECHEIO S.A.;LOJA;12;0,24;0,31;0,21
11201;Cereja amanhecer calda 330gr;Cereja amanhecer calda 33;Normal;3,8;1,868;FALSO;RECHEIO S.A.;LOJA;3,4;0,13;0,14;0,22
11209;Bolacha amanhecer maria 200gr;Bol.Amanhecer Maria 200Gr;Normal;1;0,456329;FALSO;RECHEIO S.A.;LOJA;4,735;0,26;0,19;0,4
11211;Feijao branco amanhecer fco 540gr;Feijao Mchef Branco Fco 5;Normal;1,75;0,840125;FALSO;RECHEIO S.A.;LOJA;11,61;0,18;0,32;0,23
11212;Feijao encarnado amanhecer fco 540gr;Feijao Amanhecer Encar.Fc;Normal;1,7;0,8;FALSO;RECHEIO S.A.;LOJA;11,61;0,18;0,32;0,23
11213;Feijao manteiga amanhecer fco 540gr;Feijao Amanhecer Manteiga;Normal;1,7;0,86;FALSO;RECHEIO S.A.;LOJA;11,61;0,18;0,32;0,23
11215;Cereal Amanhecer Arrozit.375Gr;Cereal Amanhecer Arrozit.;Normal;4,6;2,281627;FALSO;RECHEIO S.A.;LOJA;6,555;0,29;0,4;0,4
11216;Special k kellogg's 370gr;Special k kellogg's 370gr;Normal;7,2;3,519868;FALSO;RECHEIO S.A.;LOJA;8,6;0,41;0,58;0,28
11217;All bran flakes kellogg's 500gr;All Bran Flakes Kellogg'S;Normal;12,8;6,94;FALSO;RECHEIO S.A.;LOJA;10,93;0,27;0,39;0,58
11222;Bolacha amanhecer agua sal 125gr;Bol.Amanhecer Agua E Sal;Normal;0,8;0,327;FALSO;RECHEIO S.A.;LOJA;4;0,26;0,21;0,42
11223;Bolacha proalimentar nutrifibra integral;Bolacha proalimentar nutr;Normal;4,5;2,21;FALSO;RECHEIO S.A.;LOJA;5;0,36;0,23;0,3
11230;Maionese calve top down 225ml;Maionese Calve Top Down 2;Normal;2,9;1,395142;FALSO;RECHEIO S.A.;LOJA;3,035;0,13;0,16;0,31
11233;Tempero frango incopil 200gr;Tempero Frango Incopil 20;Normal;2;0,987047;FALSO;RECHEIO S.A.;LOJA;4,3;0,1;0,19;0,26
11235;Molho tabasco 2 oz 60ml;Molho Tabasco 2 Oz 60Ml;Normal;5,2;2,52;FALSO;RECHEIO S.A.;LOJA;4;0,1;0,15;0,21
11241;Alho Em Po Margao 17Gr;Alho Em Po Margao 17Gr;Normal;1,45;0,696145;FALSO;RECHEIO S.A.;LOJA;0,272;0,13;0,09;0,14
11242;Canela moida margao 14gr;Canela moida margao 14gr;Normal;1,7;0,803768;FALSO;RECHEIO S.A.;LOJA;0,196;0,13;0,09;0,14
11244;Caril moido margao 17gr;Caril Margao Moido 17Gr;Normal;1,3;0,630917;FALSO;RECHEIO S.A.;LOJA;0,272;0,13;0,09;0,14
11245;Coentros moidos margao 14gr;Coentros Margao Moidos 14;Normal;1,2;0,494;FALSO;RECHEIO S.A.;LOJA;0,224;0,13;0,09;0,14
11246;Cominhos moidos margao 14gr;Cominhos Margao Moidos 14;Normal;1,25;0,586618;FALSO;RECHEIO S.A.;LOJA;0,196;0,13;0,09;0,14
