sku;stock_28_02
11516;18
11521;0
11540;0
11548;63
11558;0
11560;0
11566;0
11590;0
11592;0
11596;0
11986;0
11990;0
12007;28
12008;210
12016;264
12036;0
12101;0
12115;0
12119;0
12129;0
12133;0
12134;0
12169;0
12196;0
12198;288
12200;383
12202;40
12221;0
12223;0
12227;0
12228;0
12231;0
12233;0
12308;657
12309;33
12317;0
12323;0
12326;31
12327;0
12416;0
12427;0
12442;0
12449;0
12460;0
12465;1654
12402;0
12406;156
12407;0
12428;287
12432;0
12434;0
12436;0
12437;0
12452;0
12457;0
12469;0
12470;0
12488;0
12493;0
12494;0
12502;0
12515;0
12516;0
12525;0
12530;0
12541;0
12544;0
12579;0
12589;0
12673;87
12674;23
12684;0
12730;0
12776;13
12777;0
12781;0
12785;0
12801;307
12811;0
12815;0
12820;0
12821;0
12847;0
12853;0
12728;0
12731;0
12733;0
12748;0
12755;0
12767;0
12774;0
12778;0
12779;0
12780;0
12803;6
12807;0
12813;0
12824;0
12831;0
12844;0
12848;0
12860;415
12865;18
12874;0
12878;0
12879;0
12891;0
12916;0
12970;0
12976;0
12990;87
12996;0
13007;0
13008;0
13009;0
13015;0
13017;0
13018;0
13020;0
13021;0
13048;0
13049;0
13053;0
12466;785
12468;0
12472;0
12505;0
12512;0
12514;0
12518;0
12534;0
12549;0
12565;0
12573;0
12577;0
12581;0
12583;0
12587;0
12602;0
12609;0
12626;0
12636;0
12644;0
12651;0
12710;0
12729;0
12746;0
12761;0
12766;0
12773;0
12775;0
12783;0
12799;467
12800;234
12802;291
12804;24
12810;0
12812;0
12814;0
12818;0
12822;0
12856;0
12867;0
12509;0
12521;32
12545;0
12557;0
12566;0
12567;0
12569;0
12590;0
12596;0
12597;0
12599;0
12601;0
12603;0
12656;166
12675;0
12677;0
12685;11
12692;0
12698;0
12699;0
12727;0
12758;334
12760;0
12771;0
12797;0
12817;0
12827;0
12862;143
12881;646
12886;0
12892;0
12901;0
12920;1
12924;0
12928;42
12930;0
12934;0
12936;0
12940;0
12946;0
12948;105
12954;0
12956;0
12958;0
12982;0
13011;0
13013;0
13014;0
13019;0
13022;0
13039;0
13061;0
13074;7
13083;0
13085;0
13099;0
13105;0
13107;0
13129;0
13059;0
13076;0
13097;0
13109;0
13113;0
13121;0
13130;0
13133;0
13134;0
13136;0
13145;18
13147;84
13149;0
13155;0
13178;0
13179;0
13189;0
13191;0
13198;0
12893;0
12898;0
12899;0
12900;0
12912;31
12914;0
12918;0
12926;0
12972;0
12974;0
12978;0
12998;0
13010;0
13023;0
13025;84
13028;0
13082;0
13084;0
13111;0
13119;0
13123;0
13125;0
13127;0
13131;5
13138;380
13152;0
13160;0
13170;0
13172;0
13173;0
13174;0
13180;0
13190;0
13192;0
13193;0
13194;0
13212;0
12882;513
12896;0
12897;0
12922;0
12931;0
12932;0
12942;0
12952;0
12960;0
12964;0
12966;0
12980;15
13016;0
13050;0
13055;0
13057;0
13066;14
13072;0
13078;0
13115;0
13199;0
13207;0
13208;0
13215;0
13218;0
13225;0
13226;0
13227;0
13228;0
13229;0
13237;0
13240;17
13246;0
13249;0
13260;0
13269;0
13296;0
13214;0
13232;0
13250;0
13252;0
13254;0
13270;0
13282;0
13289;0
13302;0
13307;0
13339;0
13346;0
13352;0
13357;0
13364;0
13368;0
13373;0
13141;0
13143;0
13151;0
13153;0
13154;0
13165;0
13175;0
13177;0
13181;0
13187;0
13195;0
13197;0
13201;0
13203;0
13209;0
13211;0
13213;0
13299;0
13304;0
13306;0
13310;0
13313;0
13314;0
13318;0
13324;0
13328;0
13331;0
13336;0
13347;0
13354;0
13356;0
13362;0
13367;0
13375;0
13383;0
13384;0
13388;0
13390;0
13393;0
13406;0
13410;0
13412;0
13421;0
13425;0
13451;0
13455;0
13463;0
13468;0
13473;0
13482;0
13493;0
13494;0
13219;0
13231;0
13239;0
13244;0
13251;0
13253;0
13255;0
13257;823,166
13258;0
13259;0
13266;0
13271;0
13279;0
13281;0
13287;0
13294;0
13301;0
13308;0
13117;0
13132;19
13135;0
13137;406
13139;39
13140;0
13146;0
13148;0
13156;0
13176;0
13186;0
13188;0
13196;0
13200;0
13202;0
13210;0
13220;0
13222;0
13230;0
13245;0
13247;0
13248;0
13261;0
13290;0
13292;0
13305;0
13320;0
13322;0
13325;0
13337;0
13341;0
13343;0
13348;0
13349;0
13355;0
13309;0
13316;0
13317;0
13321;0
13323;0
13327;0
13329;0
13334;0
13338;0
13340;0
13345;0
13353;0
13358;0
13359;0
13360;0
13365;0
13401;0
13405;0
13408;0
13415;0
13418;0
13419;0
13420;0
13426;0
13456;0
13460;0
13466;0
13481;0
13488;0
13489;0
13508;0
13509;0
13519;0
13520;0
13522;0
13539;0
13587;0
13590;0
13595;0
13596;0
13638;0
13648;3,05
13655;0
13698;20
13699;5
13703;0
13709;36
13712;28
13713;0
13714;6
13720;80
13727;0
13736;45
13742;0
13744;0
13757;0
13777;0
13797;33
13809;0
13814;0
13818;0
13855;20
13876;202
13883;0
13700;12
13702;224
13705;29
13710;0
13715;0
13721;0
13724;0
13726;0
13728;0
13740;0
13758;0
13760;0
13776;0
13778;0
13780;434
13798;17
13815;61
13823;37
13831;15
13888;0
13889;0
13894;0
13906;0
13925;0
13935;0
13946;0
13949;0
13951;0
13954;90
13963;0
13965;9404
13980;0
13989;28
13999;0
14023;0
14026;0
14034;0
14042;0
13839;14
13892;1
13927;0
13939;137
13953;0
13959;603
13961;0
13962;0
13969;0
13970;583
13973;0
13974;0
13976;0
13978;0
13981;0
13987;0
13991;10
13992;23
13997;0
13766;0
13779;91
13793;31
13794;0
13799;53
13812;0
13817;0
13880;63
13890;0
13942;0
13944;0
13948;0
13950;0
13956;711
13967;10959
13975;0
13979;0
13988;0
14002;0
14004;0
14015;0
14017;0
14018;0
14035;0
14037;0
14038;0
14045;0
14047;0
14048;13
14052;0
14053;0
14054;0
14059;0
14065;0
14066;0
14067;0
14068;0
14081;0
14092;0
14093;0
14094;0
14099;0
14100;0
14103;0
14106;0
14110;103
14113;0
14116;808
14120;239
14122;0
14124;0
14145;0
14147;0
14149;0
14153;0
13613;0
13625;0
13627;0
13635;0
13639;0
13642;0
13649;0
13651;0
13653;0
13661;0
13678;0
13682;0
13688;0
13689;0
13701;60
13704;0
13711;0
13722;0
13725;0
13730;0
13748;0
13768;0
13772;0
13792;37
13795;117
13810;0
13811;0
13813;0
13863;48
13886;0
13887;0
13891;0
13893;0
13896;0
13897;0
13899;0
13903;0
14006;88
14011;0
14014;0
14020;0
14027;0
14033;0
14039;0
14040;0
14041;0
14043;0
14049;30
14056;0
14061;0
14063;0
14064;0
14069;0
14082;0
14096;0
14104;0
14114;296
14126;0
14132;0
14139;0
14141;0
14143;0
14154;0
14160;0
14162;0
14168;63
14175;0
14206;33
14217;0
14218;16
14221;0
14227;0
14228;0
14229;0
13905;0
13934;0
13936;0
13938;0
13957;378
13960;0
13964;0
13966;14057
13968;0
13971;0
13972;106
13990;29
13993;33
14000;111
14001;0
14003;0
14005;0
14008;0
14036;0
14044;0
14060;0
14085;0
14086;0
14087;0
14088;0
14091;0
14101;0
14108;50
14111;193
14118;283
14128;0
14129;0
14130;0
14135;0
14136;0
14137;0
14142;0
14144;0
14151;0
14165;0
14166;0
14173;0
14213;0
14219;0,54
14220;0
14231;249
14243;0
14246;0
14248;0
14249;0
14294;0
14299;0
14301;24
14305;68
14311;0
14155;0
14156;0
14157;0
14193;0
14194;0
14233;378
14235;582
14236;0
14237;0
14238;0
14239;0
14277;0
14280;0
14283;0
14284;0
14289;0
14303;0
14304;40
14308;38
14309;84
14313;0
14324;0
14328;0
14334;0
14338;0
14340;0
14343;598
14344;239
14348;242
14349;296
14351;219
14355;116
14356;87
14369;0
14379;0
14388;0
14415;265
14419;0
14234;353
14240;0
14242;0
14291;0
14293;0
14297;51
14298;68
14306;70
14307;0
14321;0
14323;0
14326;0
14327;0
14329;0
14331;0
14333;0
14336;0
14339;0
14346;0
14332;0
14337;0
14341;0
14345;47
14350;303
14353;664
14359;401
14361;0
14366;0
14371;0
14381;0
14400;0
14416;0
14417;209
14420;410
14426;0
14433;0
14441;196
14443;330
14347;0
14352;394
14354;358
14358;155
14401;0
14413;0
14418;111
14424;0
14427;0
14430;0
14432;0
14435;10
14436;0
14438;0
14439;0
14442;84
14449;0
14458;0
14050;0
14055;0
14057;0
14058;0
14062;0
14079;0
14083;0
14084;0
14089;0
14090;0
14095;0
14097;0
14098;0
14102;0
14105;0
14107;0
14109;43
14445;131
14448;366
14456;0
14457;0
14462;0
14467;0
14486;0
14491;68
14495;0
14498;0
14499;0
14503;0
14507;0
14514;0
14518;0
14528;0
14529;0
14548;257
14549;59
14553;0
14557;0
14559;0
14582;0
14593;0
14597;0
14601;0
14612;14
14613;0
14625;0
14627;0
14629;0
14631;0
14641;0
14650;0
14653;0
14660;0
14663;0
14666;2
14112;0
14115;0
14117;0
14119;246
14121;0
14123;0
14125;246
14127;0
14134;0
14146;0
14148;0
14150;0
14152;0
14158;0
14159;0
14161;0
14163;0
14164;0
14176;0
14181;0
14226;0
14230;484
14232;309
14276;0
14300;0
14302;0
14310;0
14312;0
14322;0
14325;0
14330;0
14335;0
14342;192
14357;102
14362;0
14364;0
14421;0
14425;37
14428;0
14440;0
14446;0
14459;0
14475;0
14481;36
14485;0
14488;0
14492;0
14494;0
14496;0
14497;0
14504;0
14506;0
14512;0
14520;0
14522;0
14422;60
14431;0
14434;24
14437;0
14444;69
14447;0
14461;0
14472;0
14476;0
14489;0
14490;0
14493;0
14505;0
14510;0
14516;0
14517;0
14519;0
14521;66
14527;0
14525;0
14556;0
14567;2965
14584;0
14588;0
14590;0
14591;0
14600;0
14605;0
14607;0
14619;0
14622;0
14633;0
14640;0
14643;0
14646;0
14647;0
14651;0
14661;0
14668;0
14674;0
14685;0
14687;0
14689;0
14695;0
14696;21
14697;0
14702;0
14704;0
14715;0
14716;0
14733;15
14745;0
14751;0
14755;0
14756;0
14762;0
14763;0
14764;0
14460;0
14463;37
14474;0
14477;0
14484;0
14487;0
14500;0
14502;0
14508;0
14509;0
14558;0
14583;0
14586;0
14587;0
14589;0
14592;0
14594;0
14598;0
14599;0
14620;0
14626;0
14628;0
14634;0
14644;0
14652;0
14655;0
14657;0
14659;0
14662;0
14665;8
14670;0
14678;0
14681;0
14683;0
14684;0
14694;0
14707;0
14713;0
14719;0
14726;0
14728;0
14729;0
14736;0
14738;0
14740;0
14749;0
14753;0
14761;0
14768;0
14770;0
14789;0
14794;0
14809;0
14817;0
14832;0
14854;0
14858;0
14870;0
14874;0
14679;0
14682;0
14701;0
14705;0
14706;0
14712;355
14714;0
14718;0
14744;0
14752;0
14754;0
14766;0
14767;0
14810;0
14811;0
14815;0
14838;0
14841;0
14845;0
14846;0
14546;0
14560;0
14566;4250
14585;0
14621;0
14623;0
14624;0
14630;0
14632;0
14638;0
14639;0
14642;0
14645;0
14664;13
14671;0
14680;0
14686;0
14688;0
14690;0
14769;0
14785;474
14791;0
14793;0
14795;0
14808;0
14813;0
14814;0
14818;0
14822;0
14830;0
14842;0
14843;0
14847;0
14849;0
14868;32
14871;0
14875;0
14882;0
14890;0
14878;0
14885;0
14892;0
14895;0
14900;0
14911;0
14912;0
14917;0
14927;0
14930;0
14934;0
14936;0
14938;0
14947;0
14955;0
14959;0
14962;0
14965;0
14700;0
14703;0
14709;0
14717;0
14722;0
14732;0
14747;0
14760;0
14765;0
14792;0
14797;0
14812;0
14820;0
14823;0
14824;0
14829;0
14833;0
14836;633
14837;0
14839;0
14840;0
14844;17
14848;0
14862;0
14877;0
14880;0
14881;0
14883;0
14888;0
14889;0
14891;0
14893;0
14896;0
14897;0
14899;0
14905;0
14909;0
14913;0
14914;0
14901;0
14902;0
14903;0
14904;0
14908;0
14921;0
14924;0
14928;0
14933;0
14935;0
14941;0
14942;0
14944;0
14948;0
14950;0
14956;0
14957;0
14966;7
14969;47
14971;0
14997;0
11685;3168
11687;4082
11878;0
11916;0
11923;0
11684;0
11877;0
11888;0
11889;34
11890;0
11898;0
11905;0
11909;0
11947;0
11951;0
11952;0
11959;0
11982;0
11987;0
11991;0
11992;0
11999;0
12011;360
12019;0
12023;0
12024;0
12029;26
12031;0
12033;0
12039;0
12040;13
12045;0
12047;0
12051;0
12055;0
12085;0
12087;0
12091;24
12093;22
12097;0
12098;264
12100;0
12114;0
12152;0
12157;0
11900;0
11906;0
11907;0
11911;0
11912;0
11918;0
11933;0
11957;0
11960;0
11988;0
12017;0
12025;0
12035;0
12037;0
12038;0
12113;0
12116;0
12120;308
12123;0
12166;0
12167;0
12180;0
12186;21
12201;0
12210;0
12253;0
12267;158
12272;0
12275;0
12277;0
12278;0
12295;0
12297;0
12298;23
12299;0
12300;0
12312;132
12336;0
12339;0
12346;0
12349;0
12199;0
12205;86
12206;239
12207;72
12212;0
12214;0
12220;0
12224;0
12234;0
12242;0
12271;0
12302;0
12311;133
12316;0
12333;0
12344;0
12351;0
12355;0
12356;0
12367;0
12371;0
12385;3
12443;13
12451;0
12455;0
12462;302
12463;193
12464;87
12467;0
12473;3004
12513;0
12539;1,745
12568;0
12641;0
12652;0
12654;0
12660;0
12663;200
12679;0
12689;0
11920;0
11989;0
12068;0
12083;0
12105;0
12111;0
12121;2336
12128;0
12150;0
12358;0
12374;0
12391;0
12398;0
12405;0
12429;265
12433;0
12435;0
12438;0
12441;0
12461;307
12471;0
12474;689
12482;0
12486;0
12489;0
12492;0
12500;0
12501;0
12507;0
12153;0
12156;0
12215;54
12248;0
12266;0
12269;0
12270;0
12276;0
12294;574
12306;0
12310;321
12313;0
12345;0
12350;0
12366;0
12380;0
12383;0
12389;586
12390;428
12392;0
11939;0
11946;0
11950;0
11954;0
13402;0
13409;0
13423;0
13424;0
13453;0
13454;0
13457;0
13464;0
13467;0
13471;0
13474;0
13497;0
13500;0
13502;0
13505;0
13510;0
13528;0
13529;0
13530;0
13535;0
13536;0
13578;0
13585;0
13599;0
13603;0
13605;0
13606;0
13607;0
13612;0
13614;0
13626;0
13633;0
13636;0
13640;0
13643;30
13652;0
13654;0
13676;0
13677;0
13707;70
13716;0
13717;0
13723;0
13729;0
13732;0
13734;0
13738;0
13746;0
13361;0
13363;0
13394;0
13398;0
13403;0
13404;0
13452;0
13459;0
13462;0
13470;0
13472;0
13490;0
13492;0
13495;0
13496;0
13498;0
13499;0
13501;0
13503;0
13506;0
13507;0
13531;0
13533;0
13537;0
13592;0
13594;0
13598;0
13600;0
13602;0
13504;0
13518;0
13521;0
13523;0
13526;0
13527;0
13532;0
13534;0
13538;0
13582;0
13588;0
13591;0
13593;0
13597;0
13624;0
13644;0
13650;0
13656;17
13374;0
15001;0
15003;0
15007;0
15008;0
15009;0
15016;0
15023;0
15024;0
15029;83
15034;0
15062;0
15070;0
15071;0
15073;0
15075;0
15078;0
15079;0
15082;0
15104;0
15146;0
15152;0
15159;352
15175;0
15177;0
15181;0
15183;0
15185;0
15187;0
15195;0
15197;0
15201;0
15203;0
15205;0
15207;0
15208;75
15219;0
15222;0
15228;0
15236;0
15250;0
15252;0
15255;0
15275;0
15278;0
15285;0
15287;0
15288;0
15291;0
15310;0
15315;0
15330;0
15332;0
15340;0
14967;0
14998;0
15010;0
15012;0
15014;0
15033;0
15042;0
15050;0
15060;0
15080;0
15081;0
15092;0
15099;0
15103;0
15105;0
15106;0
15107;0
15110;0
15113;0
15114;0
15116;0
15120;0
15133;0
15144;0
15160;0
15163;0
15171;0
15178;0
15189;0
15191;0
15198;0
15199;0
15217;0
15218;0
15221;0
15230;0
15243;0
15251;0
14853;0
14857;0
14859;0
14873;0
14879;0
14884;0
14894;0
14898;0
14906;0
14907;0
14910;0
14915;0
14926;0
14929;0
14937;0
14940;0
14946;0
14949;0
14951;0
14952;0
14953;0
14954;0
14958;0
14961;0
14963;34
14970;0
15002;0
15015;0
15017;0
15018;0
15020;0
15030;4
15055;0
15056;0
15057;0
15063;0
15065;0
14916;0
14918;0
14923;0
14925;152
14931;0
14932;0
14939;0
14943;0
14945;0
14960;0
14964;14
14968;0
15011;0
15013;1
15019;0
15022;0
15032;0
15043;0
15051;0
15053;0
15054;0
15059;0
15064;0
15084;0
15090;0
15095;0
15098;0
15100;0
15102;0
15108;0
15109;0
15112;0
15115;0
15117;0
15119;0
15122;0
15132;0
15141;0
15266;0
15268;0
15269;0
15271;0
15281;0
15296;0
15297;0
15320;0
15341;0
15353;0
15354;0
15358;0
15359;0
15360;0
15362;0
15363;0
15369;45
15377;0
15380;2
15382;0
15395;0
15066;0
15067;0
15083;0
15085;0
15086;0
15087;0
15088;0
15089;0
15091;0
15101;0
15111;0
15118;0
15121;0
15148;0
15149;0
15153;0
15155;0
15157;0
15161;20
15168;0
15170;0
15180;25
15182;0
15184;0
15190;0
15192;0
15193;0
15194;0
15200;0
15202;0
15204;0
15220;0
15229;0
15253;0
15256;0
15270;0
15342;0
15345;0
15356;0
15357;0
15370;5
15375;77
15391;0
15393;0
15394;0
15398;0
15402;0
15405;0
15406;0
15433;0
15435;0
15438;0
15443;0
15444;0
15450;0
15453;0
15455;0
15458;0
15474;3
15477;63
15481;0
15487;0
15491;0
15497;0
15502;0
15504;0
15508;0
15512;0
15514;0
15518;0
15522;0
15524;0
15528;0
15529;0
15543;0
15551;0
15396;0
15400;0
15439;0
15441;0
15445;0
15448;0
15464;15
15466;0
15471;0
15473;11
15475;10
15483;0
15498;0
15500;0
15501;0
15505;0
15506;0
15515;0
15516;0
15272;0
15273;0
15274;0
15279;0
15280;0
15282;0
15284;0
15289;0
15318;0
15326;0
15334;0
15348;0
15351;0
15355;0
15361;0
15365;0
15366;0
15374;23
15378;29
15385;0
15390;0
15145;0
15147;0
15154;0
15162;16
15169;0
15186;0
15188;0
15196;0
15216;0
15231;0
15235;22
15237;0
15239;830
15247;0
15248;0
15254;0
15276;0
15286;0
15290;0
15292;0
15311;0
15316;0
15317;0
15319;0
15321;0
15328;0
15333;0
15336;0
15339;0
15343;0
15346;3
15347;0
15352;0
15364;0
15368;0
15371;15
15373;0
15376;31
15379;36
15381;0
15553;0
15557;0
15572;0
15574;0
15578;0
15595;0
15606;0
15646;0
15648;0
15651;0
15653;0
15655;0
15657;0
15660;0
15668;0
15671;0
15673;0
15674;0
15680;0
15392;0
15397;0
15399;0
15403;0
15419;0
15432;0
15434;0
15436;0
15437;0
15440;0
15442;0
15452;0
15454;58
15456;0
15461;0
15465;0
15469;0
15470;0
15490;0
15503;0
15520;0
15521;0
15526;0
15530;0
15532;0
15535;0
15547;0
15549;0
15559;0
15560;0
15562;0
15565;0
15575;0
15576;0
15587;0
15589;0
15592;0
15600;0
15602;0
15604;0
15384;0
15401;0
15407;0
15451;0
15463;34
15468;0
15472;0
15476;12
15488;0
15489;0
15492;0
15496;0
15499;0
15511;0
15513;0
15517;0
15525;0
15531;0
15533;0
15536;0
15537;0
15542;0
15544;0
15548;0
15552;0
15554;0
15558;0
15561;0
15563;0
15566;0
15567;0
15571;0
15573;0
15577;0
15582;0
15584;0
15590;0
15591;0
15593;0
15596;0
15597;0
15610;0
15631;0
15659;0
15662;0
15664;0
15675;0
15676;0
15677;0
15694;0
15721;0
15726;0
15730;0
15732;0
15738;0
15742;0
15748;0
15749;0
15760;0
15782;0
15784;0
15682;0
15696;0
15703;0
15708;0
15710;0
15720;0
15729;0
15737;0
15741;0
15750;0
15767;0
15770;0
15794;0
15798;0
15799;0
15801;0
15803;0
15806;0
15807;0
15809;0
15822;0
15825;0
15835;4
15840;0
15841;0
15843;0
15844;0
15848;0
15849;0
15856;0
15857;0
15861;0
15863;0
15866;0
15867;0
15869;0
15871;0
15873;0
15876;0
15882;0
15507;0
15509;0
15519;0
15527;0
15538;0
15539;0
15540;0
15541;0
15545;0
15546;0
15550;0
15555;0
15556;0
15568;0
15569;0
15580;0
15585;0
15586;0
15594;0
15598;0
15608;0
15888;0
15890;0
15894;0
15901;0
15907;0
15913;0
15914;0
15916;0
15921;0
15922;0
15931;220
15945;0
15949;0
15951;0
15952;0
15959;0
15963;0
15965;0
15969;0
15972;0
15979;0
15983;0
15984;0
15986;0
15990;0
15993;37
15994;30
15998;0
16004;0
16013;0
16014;0
16019;0
16024;0
16030;0
16035;0
16037;0
16038;0
16044;0
15609;0
15623;0
15649;0
15652;0
15654;0
15669;0
15685;0
15686;0
15699;0
15700;0
15714;0
15718;0
15719;0
15731;0
15735;0
15786;0
15787;0
15800;0
15811;0
15815;0
15816;0
15824;0
15828;0
15836;0
15842;0
15847;0
15850;0
15851;0
15855;0
15860;0
15862;0
15870;0
15872;0
15877;0
15883;0
15889;0
15892;0
15893;0
15897;0
15899;0
15905;0
15909;0
15935;0
15941;0
15943;0
15953;5
15955;0
15961;0
15962;0
15964;0
15968;0
15975;0
15988;0
16000;0
16001;0
16010;0
16020;0
16021;0
16032;0
16033;0
15599;0
15601;0
15603;0
15605;0
15607;0
15647;0
15650;0
15656;11
15658;0
15661;0
15663;0
15667;0
15670;0
15672;0
15678;2890
15679;0
15683;0
15684;0
15693;0
16003;0
16005;0
16006;0
16007;0
16008;0
16009;0
16015;0
16016;0
16017;0
16018;0
16023;0
16026;0
16027;0
16028;0
16031;0
16043;0
16046;0
16049;0
16053;0
16065;0
16066;0
16067;0
16068;0
16073;0
16075;0
16077;0
15707;0
15711;0
15733;0
15734;0
15736;0
15740;0
15764;0
15768;0
15769;0
15783;0
15785;0
15792;0
15797;0
15802;0
15805;0
15810;0
15814;0
15818;0
15821;0
15823;0
16061;0
16063;0
16064;0
16069;0
16074;0
16079;0
16080;0
16081;0
16083;0
16085;0
16087;0
16088;0
16092;0
16104;0
16114;0
16121;0
16123;0
16124;0
16140;0
16146;0
16148;0
16155;0
16157;0
16160;0
16166;0
16168;0
16170;0
16176;0
16178;0
16180;0
16186;0
16188;0
16196;0
16206;0
16212;0
16215;0
16217;0
16218;0
16224;0
16235;0
16090;0
16100;0
16103;0
16107;0
16113;0
16115;0
16116;0
16117;0
16125;0
16126;0
16127;0
16133;0
16137;0
16142;0
16144;0
16151;0
16158;0
16159;0
16162;0
16164;0
16034;0
16036;0
16039;0
16041;0
16051;0
16070;0
16071;0
16082;0
16084;0
16089;0
16095;0
16096;0
16097;0
16098;0
16101;0
16111;0
16131;0
16138;0
16145;0
16147;0
15826;0
15827;0
15829;0
15830;0
15831;0
15833;0
15838;0
15845;0
15865;0
15887;0
15903;0
15904;0
15906;0
15908;0
15911;0
15912;0
15917;0
15928;0
15930;0
15933;0
15934;0
15936;21
15938;0
15940;0
15944;0
15948;0
15950;0
15954;0
15956;0
15958;0
15967;0
15970;0
15976;0
15978;0
15981;0
15982;0
15987;0
15991;57
15992;15
15997;0
16002;0
16012;13
16022;0
16025;0
16040;0
16042;0
16045;0
16047;0
16048;0
16050;0
16052;0
16062;0
16086;0
16091;0
16093;0
16094;0
16099;0
16102;0
16237;0
16243;0
16245;0
16247;0
16248;0
16249;0
16254;0
16266;8
16735;0
16747;0
16753;0
16754;0
16756;0
16762;12
16777;0
16827;0
16831;0
16833;0
16837;0
16839;0
16172;0
16182;0
16184;0
16190;0
16194;0
16200;0
16211;0
16220;0
16223;0
16226;0
16229;0
16231;15
16250;0
16253;0
16256;0
16259;0
16260;0
16262;0
16264;0
16736;0
16737;0
16751;0
16755;0
16778;0
16802;0
16803;0
16807;0
16809;0
16810;0
16815;0
16823;0
16829;0
16834;0
16838;0
16840;0
16856;0
16863;0
16864;0
16868;0
16869;0
16870;0
16888;0
16894;0
16898;0
16900;0
16906;0
16909;0
16910;1
16916;0
16919;0
16920;72
16925;0
16929;26
16930;26
16936;40
16937;73
16940;23
16946;0
16949;0
16149;0
16150;0
16152;0
16153;0
16154;0
16165;0
16167;0
16169;0
16175;0
16177;0
16185;0
16187;0
16189;0
16191;0
16198;0
16199;0
16210;0
16213;0
16216;0
16219;0
16221;0
16232;18
16234;12
16239;0
16242;0
16244;0
16251;0
16739;0
16750;0
16763;12
16765;24
16775;0
16776;0
16801;0
16805;0
16806;0
16818;0
16825;0
16826;0
16830;0
16844;0
16848;0
16852;0
16857;0
16860;0
16874;0
16878;0
16880;0
16882;0
16892;0
16897;0
16901;0
16902;135
16904;0
16908;0
16911;0
16912;0
16914;17
16109;0
16110;0
16112;0
16118;0
16119;0
16120;0
16122;0
16128;0
16129;0
16132;0
16139;0
16141;0
16143;0
16156;0
16161;0
16163;0
16171;0
16173;0
16174;0
16181;0
16842;0
16845;0
16853;0
16854;0
16858;0
16859;0
16866;0
16867;0
16872;0
16875;0
16881;0
16887;0
16889;0
16890;0
16891;0
16893;0
16896;0
16899;0
16903;0
16905;0
16913;16
16915;14
16926;0
16935;22
16939;15
16943;1
16945;3
16951;0
16957;113
16962;0
16970;0
17024;0
17030;0
17031;0
17038;0
17056;0
17060;0
17065;0
17068;0
17086;0
17092;0
17106;0
17111;0
17115;0
17117;0
17120;0
17126;0
17128;0
17131;0
17133;0
17144;160
17175;0
17179;0
17185;0
17187;0
17196;0
17206;0
17211;0
16971;138
16972;0
16973;0
16974;0
16984;0
16988;447
17000;0
17015;962
17016;0
17017;0
17018;0
17019;0
17023;0
17026;0
17029;0
17050;0
17052;0
17054;0
17071;0
17082;0
17084;0
16183;0
16195;0
16197;0
16214;0
16222;0
16225;0
16227;0
16228;0
16246;0
16252;0
16255;0
16257;0
16258;0
16261;0
16263;0
16265;0
16725;8
16731;0
16738;0
16746;0
17090;0
17091;0
17100;8
17102;0
17119;0
17122;0
17124;0
17143;34
17146;35
17151;0
17160;0
17166;0
17181;0
17188;0
17189;0
17190;0
17192;0
17194;0
10083;0
10090;78
10290;419
10410;0
10531;182
10538;26
10554;31
11304;120
11306;60
11321;300
11330;71
11332;876
11428;35
11431;224
11435;26
11438;29
11440;0
11483;12
11484;37
11490;6
10022;720
10058;31
10081;42
10097;0
10099;2
10100;0
10213;1690
10236;53
10288;300
10532;313
10533;336
10557;3
11215;72
11216;40
11217;23
11307;7
11312;120
11320;300
11329;140
11336;905
10012;9201
10023;120
10060;84
10101;0
10235;400
10259;36
10388;0
10572;301
10574;134
10578;0
11284;24
11303;60
11308;60
11309;677
11311;0
11313;0
11314;973
11322;60
11335;0
11433;102
10013;6660
10026;27885
10082;65
10088;2
10106;48
10289;228
10535;299
10549;3
10589;371
11300;153
11305;324
11331;1
11429;27
11439;30
11443;11
11444;159
11460;61
11480;12
11482;18
11485;21
11437;26
11442;23
11481;22
11691;30
12203;92
12204;180
12209;120
12268;3
12305;27
12550;0
12551;0
12553;0
12633;6
12683;22
12690;0
12756;0
12787;99
12826;126
12887;108
12889;35
11430;84
11436;38
11461;59
11476;17
11477;70
11491;20
11504;44
11556;246
11688;25
11892;17
12118;190
12304;13
12359;0
12370;19
12388;88
12510;51
12552;0
12696;2
12825;182
13162;14
12742;0
12828;48
12855;279
12888;114
12902;46
13056;0
13068;0
13157;13
13159;27
13168;14
13169;22
13171;19
13217;25
13243;0
13298;11040
13399;677
13400;23
13416;314
13458;630
11489;0
11585;1200
11689;18
11943;192
12001;26
12117;130
12131;408
12211;53
12213;596
12303;8
12387;40
12638;30
13158;15
13166;10
13216;24
13242;17
13407;55
13413;0
13414;208
12894;237
12944;36
13093;110
13101;22
13103;0
13161;7
13163;8
13167;6
13185;90
13427;1092
13800;6
13802;42
13808;36
13907;0
14286;24
14295;166
14316;35
14317;29
13422;114
13469;90
13657;16
13680;0
13706;102
13718;45
13910;0
14046;21
14140;142
14285;79
14287;50
14288;33
14296;193
14482;92
14649;44
14699;0
14973;0
14974;10
13461;0
13465;120
13634;5
13801;0
14131;29
14138;151
14314;12
14318;45
14708;12
14721;40
14723;56
14725;86
14731;33
15027;8
15028;11
15166;11
15179;3
15232;18
16782;148
16785;0
17014;0
17113;95
17135;91
17137;75
